text,to,decision,From,year
"63.5  To ratify ICCPR and ICESCR (Brazil, Czech Republic, Italy, Switzerland, Turkey, Netherlands);",tonga,support,Italy,2008
"63.5  To ratify ICCPR and ICESCR (Brazil, Czech Republic, Italy, Switzerland, Turkey, Netherlands);",tonga,support,Switzerland,2008
"63.5  To ratify ICCPR and ICESCR (Brazil, Czech Republic, Italy, Switzerland, Turkey, Netherlands);",tonga,support,Turkey,2008
"63.5  To ratify ICCPR and ICESCR (Brazil, Czech Republic, Italy, Switzerland, Turkey, Netherlands);",tonga,support,Netherlands,2008
"63.5.1 To ratify CEDAW (Brazil, Czech Republic, New Zealand, Turkey, United Kingdom, Switzerland);",tonga,support,Brazil,2008
"63.5.1 To ratify CEDAW (Brazil, Czech Republic, New Zealand, Turkey, United Kingdom, Switzerland);",tonga,support,Czech Republic,2008
"63.5.1 To ratify CEDAW (Brazil, Czech Republic, New Zealand, Turkey, United Kingdom, Switzerland);",tonga,support,New Zealand,2008
"63.5.1 To ratify CEDAW (Brazil, Czech Republic, New Zealand, Turkey, United Kingdom, Switzerland);",tonga,support,Turkey,2008
"63.5.1 To ratify CEDAW (Brazil, Czech Republic, New Zealand, Turkey, United Kingdom, Switzerland);",tonga,support,United Kingdom,2008
"63.5.1 To ratify CEDAW (Brazil, Czech Republic, New Zealand, Turkey, United Kingdom, Switzerland);",tonga,support,Switzerland,2008
64.19   To pursue its effort to bring its national and provincial legislation into line with the human rights international instruments it has ratified; to better distribute food and other resources with a view to achieving the Millennium Development Goals by 2015. (Cameroon);,argentina,support,Cameroon,2008
"54.23   Encouraged Poland to intensify its efforts to fight against all forms of discrimination, be it racial, national or social, and to promote and protect dignity and equality which are the guiding principles of concrete and effective implementation of human rights (Cameroon);",poland,consider,Cameroon,2008
"64.17   To pursue its effort to combat any kind of discrimination against women; to ensure redress for victims of domestic violence, as well as the prosecution of perpetrators as recommended by Committee on the Elimination of Discrimination against Women. (Canada);",argentina,support,Canada,2008
"56.12   Recommended that Benin establish torture as a criminal offence in accordance with article 1 of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment, and stipulate that obeying orders of superiors can not justify it (Canada);",benin,consider,Canada,2008
56.15   Recommended that Benin should investigate allegations of torture and ill treatment and bring to justice those responsible in line with international standards (Canada);,benin,consider,Canada,2008
56.19   Recommended to Benin to better apply the existing laws concerning trafficking in children and human being (Canada);,benin,consider,Canada,2008
56.21   Recommended to Benin to accelerate and strengthen its efforts to elaborate laws and policies to deal with female genital mutilation practices (Canada);,benin,consider,Canada,2008
"56.23   Recommended to Benin to establish as a priority a reform of the judiciary by strengthening a justice system which would be better able to combat impunity and corruption, including by putting an end to exaggerated pre-trial detention (Canada);",benin,consider,Canada,2008
44.8   To increase training in international human rights law for the judiciary and measures to strengthen its independence (Canada);,czechrepublic,consider,Canada,2008
44.9   To take further measures to follow up on the recommendations of the Human Rights Committee and CEDAW related to anti-discrimination legislation (Canada);,czechrepublic,consider,Canada,2008
44.10   To provide greater support for foster care as an alternative to institutionalization of children (Canada);,czechrepublic,consider,Canada,2008
44.11   To establish a national human rights institution in accordance with the Paris Principles (Canada);,czechrepublic,consider,Canada,2008
60.26   To remove the prohibition on wearing the hijab in public schools (Canada);,france,consider,Canada,2008
"60.30   To review its position on the recognition of the rights of minorities and that it begin collecting data on the socio-economic status of the population, disaggregated by ethnic identity, confession and gender, in order to identify social problems affecting ethnic and religious minorities (Canada);",france,consider,Canada,2008
60.4.3  the Rome Statute of the International Criminal Court (Canada);,gabon,consider,Canada,2008
"60.12   To take the necessary measures to follow up on the recommendations of CEDAW, notably by enshrining gender equality in its Constitution and by criminalizing domestic violence, and to place particular attention on gender issues in the preparation of policies (Canada);",gabon,consider,Canada,2008
"60.13   To sensitize the police, the judiciary, public administration and the general population to the importance of gender equality (Canada);",gabon,consider,Canada,2008
"60.22   To take measures to follow-up on the recommendations of the Human Rights Committee, by putting an end to censorship of the press and to the harassment of journalists (Canada);",gabon,consider,Canada,2008
