text,to,decision,From,year,notes
"170.10..2 Ratify the OP-CAT (France, Tunisia, Costa Rica);",cuba,consider,Costa Rica,2013,
170.10..3 criminalize torture (Costa Rica);,cuba,consider,Costa Rica,2013,
170.11. Adhere the ICRMW (Honduras);,cuba,consider,Honduras,2013,
170.11..1 Continue with the measures carried out in order to ratify the ICRMW (Argentina);,cuba,consider,Argentina,2013,
170.12. Subscribe to the Optional Protocol to the Convention on the Rights of Persons with Disabilities (El Salvador);,cuba,consider,El Salvador,2013,
170.12..1 Ratify the Optional Protocol to the Convention on the Rights of Persons with Disabilities (Austria);,cuba,consider,Austria,2013,
170.13. Consider recognizing the competence of the Committee on Enforced Disappearances to receive and study communications (Uruguay);,cuba,consider,Uruguay,2013,
170.14. Adhere the Rome Statute of the International Criminal Court (Costa Rica);,cuba,consider,Costa Rica,2013,
"170.14..1 Ratify the Rome Statute (France, Tunisia);",cuba,consider,France,2013,
"170.14..1 Ratify the Rome Statute (France, Tunisia);",cuba,consider,Tunisia,2013,
170.14..2 Ratify the Rome Statute of the International Criminal Court (Austria);,cuba,consider,Austria,2013,
170.15. Continue adopting new rules to widen the legislative grounds of human rights (Syrian Arab Republic);,cuba,consider,Syria,2013,
170.16. Continue to adopt legal coverage of human rights (United Arab Emirates);,cuba,consider,United Arab Emirates,2013,
170.17. Continue to develop measures for the development of national legislation in accordance with international instruments in the field of human rights (Uzbekistan);,cuba,consider,Uzbekistan,2013,
170.18. Continue to develop the legal and institutional framework for the promotion and protection of human rights and develop social justice (Serbia);,cuba,consider,Serbia,2013,
170.19. Continue bringing national legislation into line with changes in its economic model and in accordance with the treaties to which it is party (Venezuela (Bolivarian Republic of));,cuba,consider,Venezuela,2013,
170.20. Continue measures aimed at maintaining the national legislation consistent with international human rights instruments (Belarus);,cuba,consider,Belarus,2013,
170.21. Continue developing the domestic legislation and institutional framework for the promotion and protection of human rights (Bhutan);,cuba,consider,Bhutan,2013,
170.22. Further improve the legal framework for the protection and promotion of human rights in conformity with its national conditions (China);,cuba,consider,China,2013,
170.23. Review legislation in conformity with international commitments (Iraq);,cuba,consider,Iraq,2013,
170.24. Integrate the CAT in the domestic legislation (France);,cuba,consider,France,2013,
"170.25. Intensify efforts to harmonize all legislation (including its criminal law) to the Convention on Rights of the Child (CRC) and its Optional Protocol on the sale of children, child prostitution and child pornography, extending  their protection up to 18 years (Uruguay);",cuba,consider,Uruguay,2013,
170.25..1 Review all legislation related to children to harmonize it with the CRC (Honduras);,cuba,consider,Honduras,2013,
170.25..2 Harmonize a child’s protection legislation to international standards (Kazakhstan);,cuba,consider,Kazakhstan,2013,
170.26. Take more active measures to promote real participation of NGOs and civil society institutions in the adoption of legislation to promote human rights (Iraq);,cuba,consider,Iraq,2013,
170.27. Continue to improve its human rights system in accordance with the will of the people (Nigeria);,cuba,consider,Nigeria,2013,
"170.28. Continue developing the institutional framework concerning the promotion and protection of human rights (Panama, Ukraine);",cuba,consider,Panama,2013,
"170.28. Continue developing the institutional framework concerning the promotion and protection of human rights (Panama, Ukraine);",cuba,consider,Ukraine,2013,
170.29. Pursue the development of its institutional framework concerning the promotion and protection of human rights (Democratic Republic of the Congo);,cuba,consider,Democratic Republic of the Congo,2013,
170.30. Consider the possibility of adopting new measures to improve its human rights protection system (Bolivia (Plurinational State of));,cuba,consider,Bolivia,2013,
170.31. Strengthen the legal and institutional framework for the promotion and protection of human rights and to continue expanding the social justice (Iran (Islamic Republic of));,cuba,consider,Iran,2013,
"170.32. Continue strengthening the democratic character of its institutions, laws, policies and programmes that maintain their clear popular and participatory nature (Algeria, Ecuador, Ethiopia);",cuba,consider,Algeria,2013,
"170.32. Continue strengthening the democratic character of its institutions, laws, policies and programmes that maintain their clear popular and participatory nature (Algeria, Ecuador, Ethiopia);",cuba,consider,Ecuador,2013,
"170.32. Continue strengthening the democratic character of its institutions, laws, policies and programmes that maintain their clear popular and participatory nature (Algeria, Ecuador, Ethiopia);",cuba,consider,Ethiopia,2013,
170.33. Consider setting up an independent human rights commission in line with the Paris Principles (Sierra Leone);,cuba,consider,Sierra Leone,2013,
170.33..1 Consider the possibility of establishing a national human rights institution in accordance with the Paris Principles (Uruguay);,cuba,consider,Uruguay,2013,
"170.33..2 Consider the possible establishment of a national human rights institution, according to the Paris Principles (Mexico);",cuba,consider,Mexico,2013,
170.33..3 Establish a national institution for the protection of human rights in conformity with the Paris Principles (France);,cuba,consider,France,2013,
170.34. Continue protecting its population from the effects of the blockade imposed by the United States of America (Venezuela (Bolivarian Republic of));,cuba,consider,Venezuela,2013,
170.35. Continue to address the effects of unilateral blockade of the United States of America (Bolivia (Plurinational State of));,cuba,consider,Bolivia,2013,
"170.36. Continue to denounce in international forums the unilateral coercive measures, in particular the inacceptable economic blockade imposed by the United States of America and continue consolidating international efforts aimed at repealing it (Ecuador);",cuba,consider,Ecuador,2013,
170.37. Further strengthen its institutional framework to enable it to defend its sovereignty and protect the human rights of its people (Zimbabwe);,cuba,consider,Zimbabwe,2013,
170.38. Continue defending the country’s independence and sovereignty (Belarus);,cuba,consider,Belarus,2013,
170.39. Persist in its efforts despite the difficulties both internal and external it has to face (Comoros);,cuba,consider,Comoros,2013,
170.40. Address the negative impacts of unilateral economic measures and natural calamities that affect the country (India);,cuba,consider,India,2013,
170.41. Continue with the policy of National Reconciliation as this is the best way to prosper and for nation building (Namibia);,cuba,consider,Namibia,2013,
"170.42. Continue to promote dialogue with all States, on the basis of mutual respect, sovereign equality, self-determination and the right to choose their own political, economic and social system (Democratic People’s Republic of Korea);",cuba,consider,North Korea,2013,
"170.43. Encourage to continue promoting its commitment to dialogue on all issues and with all states, on the basis of mutual respect, sovereign equality, self-determination and recognition of the right of every people to choose their own political, economic and social system (South Sudan);",cuba,consider,South Sudan,2013,
"170.44. Preserve with vigour the approach of cooperation, non-politicization and respectful dialogue among all nations in terms of human rights (South Sudan);",cuba,consider,South Sudan,2013,
"170.45. Continue to pursue its commitment to dialogue on all issues and with all States, on the basis of mutual respect, sovereign equality, self-determination and recognition of the right of every people to choose their own political, economic and social system (Mozambique);",cuba,consider,Mozambique,2013,
"170.46. Promote understanding, tolerance and friendship among the peoples of the world (Democratic People’s Republic of Korea, Eritrea) along the ideas of peaceful co-existence and genuine cooperation and partnership (Eritrea);",cuba,consider,Eritrea,2013,
170.47. Continue efforts to promote and protect the rights of all segments of the population (Nepal);,cuba,consider,Nepal,2013,
170.48. Continue its efforts to widen the protection of human rights and the security of its citizen in the country as a means of consolidating social justice (Syrian Arab Republic);,cuba,consider,Syria,2013,
170.49. Continue achieving the widest enjoyment possible of human rights and basic freedoms (Syrian Arab Republic);,cuba,consider,Syria,2013,
170.50. Launch new measures and initiatives to continue efforts to ensure a wider access to all of all human rights and fundamental freedom (Algeria);,cuba,consider,Algeria,2013,
170.51. Promote new actions and initiatives to continue progressing in its efforts to achieve the widest possible enjoyment of all human rights and fundamental freedoms for all (Turkmenistan);,cuba,consider,Turkmenistan,2013,
170.52. Maintain and strengthen measures to enhance the promotion and protection of human rights (Bahrain);,cuba,consider,Bahrain,2013,
"170.53. Further ensure the enjoyment of human rights in particular in the areas of economic, social and cultural rights and the right to development (Cambodia);",cuba,consider,Cambodia,2013,
"170.54. Redouble all efforts to preserve the progress achieved in a number of areas such as culture, education, health and the fight against social inequality (Turkey);",cuba,consider,Turkey,2013,
"170.55. Preserve the progress achieved in areas such as culture, education, health and the elimination of social inequality (Belarus);",cuba,consider,Belarus,2013,
"170.56. Continue efforts to strengthen measures to enhance the promotion and protection of human rights including social, political, economic and cultural rights (Botswana);",cuba,consider,Botswana,2013,
"170.57. Continue its efforts for the development and the wellbeing of its population, particularly through education and training which even some of our countries also benefit from (Comoros);",cuba,consider,Comoros,2013,
170.58. Promote and protect all human rights for all (Iran (Islamic Republic of));,cuba,consider,Iran,2013,
170.59. Continue to enhance the interests of the people of Cuba and overcome any undue process (Ethiopia);,cuba,consider,Ethiopia,2013,
170.60. Continue to ensure proper representation of social development goals in public decisions (Mauritania);,cuba,consider,Mauritania,2013,
170.61. Continue implementing necessary measures to guarantee the safety of its citizens and to preserve the peaceful atmosphere and internal order and confidence in both the criminal justice system and the police system (Syrian Arab Republic);,cuba,consider,Syria,2013,
"170.62. Continue to improve the Cuban political system, upholding the values of the Cuban society and the national unity, and promoting the strengthening of its democracy (Iran (Islamic Republic of));",cuba,consider,Iran,2013,
"170.63. Continue efforts to strengthen participatory democracy, as a way to ensuring participation of citizens in public affairs (Botswana);",cuba,consider,Botswana,2013,
"170.64. Work through the United Nations mechanism in progressive development of the third generation of human rights, particularly the value of international solidarity (Sudan);",cuba,consider,Sudan,2013,
"170.64..1 Promote the development of third generation rights, in particular the value of international solidarity (Democratic People’s Republic of Korea);",cuba,consider,North Korea,2013,
170.65. Continue to support in international forums the right to self-determination and independence of peoples (Venezuela (Bolivarian Republic of));,cuba,consider,Venezuela,2013,
170.66. Continue promoting initiatives in defence of international solidarity (Bolivia (Plurinational State of));,cuba,consider,Bolivia,2013,
170.66..1 Continue to support initiatives to promote international solidarity (Lebanon);,cuba,consider,Lebanon,2013,
"170.67. Continue to cooperate with other countries in health (Burundi, Kuwait, Ukraine);",cuba,consider,Burundi,2013,
"170.67. Continue to cooperate with other countries in health (Burundi, Kuwait, Ukraine);",cuba,consider,Kuwait,2013,
"170.67. Continue to cooperate with other countries in health (Burundi, Kuwait, Ukraine);",cuba,consider,Ukraine,2013,
"170.68. Extend in the region the positive experience in education and health care, including through special training (Russian Federation);",cuba,consider,Russia,2013,
"170.69. Continue to promote the training and education of qualified people, especially in the sphere of health in developing countries (Tajikistan);",cuba,consider,Tajikistan,2013,
"170.70. Continue the cooperation in health matters with the developing countries, particularly LDCs (United Republic of Tanzania);",cuba,consider,Tanzania,2013,
170.71. Continue to share its experiences in the area of health (Chad);,cuba,consider,Chad,2013,
170.72. Internationalize the Milagro” operation to restore vision to people with ophthalmological diseases (Haiti);,cuba,consider,Haiti,2013,
"170.73. Expand and share with other countries the experiences in research on vaccines for diseases affecting the world population, especially in developing countries (India);",cuba,consider,India,2013,
"170.74. Continue and promote the training and education of qualified people especially in the sphere of health in the developing countries, and continue promoting initiatives in defence of international solidarity (Timor-Leste);",cuba,consider,Timor-Leste,2013,
"170.75. Promote in the international level Cuban educational programmes, such as Yes, I can” and Yes, I can continue” (Russian Federation);",cuba,consider,Russia,2013,
"170.76. Share its experiences in teachers and professors’ training, and in adults’ education (Chad);",cuba,consider,Chad,2013,
170.77. Promote in the international scene the literacy and post-literacy Cuban programs named Yo sí puedo” Ya puedo leer y escribir” and Yo sí puedo seguir”(Haiti);,cuba,consider,Haiti,2013,
170.78. Continue its efforts to develop national information and education strategy which encourages a culture of disaster risk reduction (Yemen);,cuba,consider,Yemen,2013,
170.79. Further develop national information and public education strategy that encourages the culture of disaster risk perception (Oman);,cuba,consider,Oman,2013,
170.80. Prioritize the protection of the right to life of Cubans in the fight against disasters and share its experiences with the countries of the region (Haiti);,cuba,consider,Haiti,2013,
170.81. Provide humanitarian assistance at the extent possible to neighbouring countries which need assistance because of man-made or natural catastrophes (Russian Federation);,cuba,consider,Russia,2013,
170.82. Share experiences in disaster risk management with other countries (Sierra Leone);,cuba,consider,Sierra Leone,2013,
170.83. Provide support to countries requesting assistance in case of natural disasters and other ravages of nature (Bangladesh);,cuba,consider,Bangladesh,2013,
170.84. Continue working against the catastrophic consequences of natural phenomena (Bolivia (Plurinational State of));,cuba,consider,Bolivia,2013,
170.85. Further strengthen the capacity to counter natural disasters (China);,cuba,consider,China,2013,
"170.86. To keep, as a priority for the country, the protection of the right to life of all Cubans in confronting the various dangers of disaster (Kuwait);",cuba,consider,Kuwait,2013,
"170.87. Continue efforts to prevent illicit drugs consumption and trafficking, which are a remaining problem without a social impact in Cuba (Egypt);",cuba,consider,Egypt,2013,
170.88. Continue with overall education regarding the rights of children with developing the preventive assistance concerning the use of drugs (Serbia);,cuba,consider,Serbia,2013,
170.89. Maintain the priority given to women and children (Senegal);,cuba,consider,Senegal,2013,
170.90. Continue implementing measures that make prevail the best interest of the child when the time comes for decision making (Panama);,cuba,consider,Panama,2013,
170.91. Continue to pay particular attention to the protection of the rights of children and strengthen measures for the full realization of the rights of children with disabilities (Serbia);,cuba,consider,Serbia,2013,
170.92. Continue policies to strengthen the rights of children (Viet Nam);,cuba,consider,Vietnam,2013,
"170.93. Continue promoting efforts to support the youth, particularly in the area of education and employment, and set up programmes and suitable mechanisms to encourage their effective participation in the society (Qatar);",cuba,consider,Qatar,2013,
170.94. Strengthen community management to solve problems of groups at risk and prioritize the attention to young people living in rural areas (Tajikistan);,cuba,consider,Tajikistan,2013,
170.95. Continue to take measures in order to support young people in terms of education and employment (Uzbekistan);,cuba,consider,Uzbekistan,2013,
170.96. Continue providing specialized assistance to young people (Pakistan);,cuba,consider,Pakistan,2013,
170.97. Intensify its efforts to collect more disaggregated data in different sectors (Morocco);,cuba,consider,Morocco,2013,
170.98. Increase constructive cooperation with United Nations human rights mechanisms (Russian Federation);,cuba,consider,Russia,2013,
170.98..1 Continue the international cooperation with the United Nations human rights machinery (State of Palestine);,cuba,consider,Palestine,2013,
170.98..2 Continue cooperation with the United Nations human rights mechanisms (Bolivia (Plurinational State of));,cuba,consider,Bolivia,2013,
170.98..3 Continue to positively engage the United Nations human rights mechanisms and instruments (Zimbabwe);,cuba,consider,Zimbabwe,2013,
"170.99. Continue to contribute to the strengthening of the system of United Nations human rights on the basis of dialogue, non-politicization and cooperation (Venezuela (Bolivarian Republic of));",cuba,consider,Venezuela,2013,
170.100. Continue to defend the cooperative approach to non-politicization and respectful dialogue in the field of human rights (Democratic People’s Republic of Korea);,cuba,consider,North Korea,2013,
170.100..1 Continue to defend approach of cooperation to mutual respect and non-politicization of human rights issues (Eritrea);,cuba,consider,Eritrea,2013,
170.101. Seek assistance and technical expertise from the OHCHR to develop a common core document so as to streamline treaty reporting (Maldives);,cuba,consider,Maldives,2013,
170.102. Continue to support the UPR as a mechanism for respectful dialogue and exchange (Democratic People’s Republic of Korea);,cuba,consider,North Korea,2013,
"170.103. Disseminate the results of the UPR and hold periodical comprehensive consultations, including with civil society sectors (Colombia);",cuba,consider,Colombia,2013,
170.104. Widely publish the outcome of this UPR and make regular and inclusive consultations with civil society an integral part of the follow-up to the UPR (Czech Republic);,cuba,consider,Czech Republic,2013,
170.105. Continue its cooperation and interaction with the Council and its mechanisms and reinforce its achievements in the area of human rights (Congo);,cuba,consider,Republic of the Congo,2013,
"170.106. Fulfil obligations to the human rights mechanisms, including submission of outstanding reports and approving pending visits of Special Rapporteurs (Sierra Leone);",cuba,consider,Sierra Leone,2013,
"170.107. Extend/Issue a standing invitation to the Special Procedures of the Human Rights Council (Austria, Spain, Hungary, Montenegro);",cuba,consider,Austria,2013,
"170.107. Extend/Issue a standing invitation to the Special Procedures of the Human Rights Council (Austria, Spain, Hungary, Montenegro);",cuba,consider,Spain,2013,
"170.107. Extend/Issue a standing invitation to the Special Procedures of the Human Rights Council (Austria, Spain, Hungary, Montenegro);",cuba,consider,Hungary,2013,
"170.107. Extend/Issue a standing invitation to the Special Procedures of the Human Rights Council (Austria, Spain, Hungary, Montenegro);",cuba,consider,Montenegro,2013,
170.108. Work with the United Nations special procedures and maintain its willingness to cooperate with these mechanisms (El Salvador);,cuba,consider,El Salvador,2013,
170.109. Take all necessary measures to facilitate the visits requested by United Nations special procedures without further delay (Finland);,cuba,consider,Finland,2013,
170.110. Respond favourably to requests to visit by the special procedures and extend to them an open invitation (France);,cuba,consider,France,2013,
"170.111. Invite as soon as possible the Special Rapporteur on torture and other cruel, inhuman or degrading treatment or punishment (Spain);",cuba,consider,Spain,2013,
170.112. Materialize the prearranged visit with the Special Rapporteur on the question of Torture (Mexico);,cuba,consider,Mexico,2013,
170.113. Accept the request for a country visit made in 2011 by the Special Rapporteur on the rights to freedom of peaceful assembly and of association (Chile);,cuba,consider,Chile,2013,
170.114. Continue its efforts to ensure full equality for all its citizens (South Africa);,cuba,consider,South Africa,2013,
"170.115. Continue deploying its best efforts for the eradication of stereotypes, prejudices and negative attitudes of patriarchal, racial and gender-based nature (Peru);",cuba,consider,Peru,2013,
"170.116. Continue to implement measures to eliminate gender stereotypes in the national idiosyncrasy (Turkey, Viet Nam);",cuba,consider,Turkey,2013,
"170.116. Continue to implement measures to eliminate gender stereotypes in the national idiosyncrasy (Turkey, Viet Nam);",cuba,consider,Vietnam,2013,
170.117. Take measures in order to reduce gender stereotypes regarding the roles and the responsibilities of women in the family and in the society (Armenia);,cuba,consider,Armenia,2013,
170.118. Intensify awareness campaigns to combat gender stereotypes (Brazil);,cuba,consider,Brazil,2013,
170.119. Continue its efforts to combat prejudice and negative racial stereotyping (Argentina);,cuba,consider,Argentina,2013,
170.120. Continue to enhance women’s rights and intensify awareness campaigns to combat stereotypes against women (Ghana);,cuba,consider,Ghana,2013,
170.121. Continue promoting a gender perspective(Turkey);,cuba,consider,Turkey,2013,
170.121..1 Continue applying a gender perspective in its national policies (Nicaragua);,cuba,consider,Nicaragua,2013,
170.122. Continue to maintain its significant achievements in the empowerment of women (Nigeria);,cuba,consider,Nigeria,2013,
170.123. Continue to improve its policies to protect and promote the rights of women and their empowerment (Bangladesh);,cuba,consider,Bangladesh,2013,
170.124. Continue its efforts to promote equality between women and men (Panama);,cuba,consider,Panama,2013,
170.125. Continue to promote gender equality to ensure a level playing field for all women in all wards of the society (Singapore);,cuba,consider,Singapore,2013,
170.126. Increase efforts on gender equality (El Salvador);,cuba,consider,El Salvador,2013,
170.127. Deepen studies on gender perspective and prevent against any kind of discrimination in the media (Myanmar);,cuba,consider,Myanmar,2013,
"170.128. Continue working to achieve a greater women’s leadership in agricultural cooperatives (Myanmar, Viet Nam);",cuba,consider,Myanmar,2013,
"170.128. Continue working to achieve a greater women’s leadership in agricultural cooperatives (Myanmar, Viet Nam);",cuba,consider,Vietnam,2013,
170.129. Add more content on gender equality and human rights to master’s degree and courses of officials and law enforcement officers (Pakistan);,cuba,consider,Pakistan,2013,
170.130. Continue the existing strengthening of the legal and institutional framework to combat racial discrimination and prejudice (South Africa);,cuba,consider,South Africa,2013,
170.131. Continue to promote the social inclusion and rights of its LGBT community and that the country’s experience in this regard is actively shared with countries in the region and globally (Norway);,cuba,consider,Norway,2013,
170.132. Strengthen publicity and awareness campaigns aimed at increasing knowledge among the population about the rights of LGBT people (South Africa);,cuba,consider,South Africa,2013,
170.133. Further expand the opportunities for dialogue on sexual orientation and gender identity (Brazil);,cuba,consider,Brazil,2013,
170.134. Promote efforts to abolish the death penalty (Argentina);,cuba,consider,Argentina,2013,
170.134..1 Consider abolishing the death penalty (Honduras);,cuba,consider,Honduras,2013,
170.134..2 abolish the death penalty (France);,cuba,consider,France,2013,
170.134..3 abolish the death penalty for all crimes (Switzerland);,cuba,consider,Switzerland,2013,
170.135. Remove the death penalty from its criminal statutes and ratify the Second Optional Protocol to the ICCPR (Australia) );,cuba,consider,Australia,2013,
"170.136. Consider the adoption of a de jure moratorium on executions, as a first step towards the abolition of the death penalty (Belgium);",cuba,consider,Belgium,2013,
170.137. Maintain the moratorium on executions and consider moving towards abolition of death penalty (Italy);,cuba,consider,Italy,2013,
170.138. Allow for independent investigations into the circumstances surrounding the deaths of Oswaldo Paya and Harold Cepero (United States of America);,cuba,consider,United States,2013,
170.138..1 Carry out an independent investigation of the car accident of Oswaldo Payá (Czech Republic);,cuba,consider,Czech Republic,2013,
"170.139. Implement legal safeguards to ensure protection of human rights defenders, including journalists, against abuse of provisions for criminal prosecution (Czech Republic) and release all political prisoners (Belgium, Czech Republic, Slovenia,);",cuba,consider,Belgium,2013,
"170.139. Implement legal safeguards to ensure protection of human rights defenders, including journalists, against abuse of provisions for criminal prosecution (Czech Republic) and release all political prisoners (Belgium, Czech Republic, Slovenia,);",cuba,consider,Czech Republic,2013,
"170.139. Implement legal safeguards to ensure protection of human rights defenders, including journalists, against abuse of provisions for criminal prosecution (Czech Republic) and release all political prisoners (Belgium, Czech Republic, Slovenia,);",cuba,consider,Slovenia,2013,
"170.140. Ensure that prisoners or detainees are treated with dignity and humanity, with due consideration for the Standard Minimum Rules for the Treatment of Prisoners (Canada);",cuba,consider,Canada,2013,
170.141. Maintain systematic and fluid relationships with the International Committee of the Red Cross (ICRC) (Democratic People’s Republic of Korea);,cuba,consider,North Korea,2013,
170.142. Allow ICRC to gain access to prisons (Sweden);,cuba,consider,Sweden,2013,
170.143. Work to achieve additional progress in implementing the programme Educate Your Child” which aims at connecting the prisoners with their children who are less than 6 years and their families (Sudan);,cuba,consider,Sudan,2013,
170.144. Continue the Educate your Child” programme in the prisons (Dominican Republic);,cuba,consider,Dominican Republic,2013,
"170.145. Continue to ensure, as established, individual and collective religious assistance to those inmates who request it (Dominican Republic);",cuba,consider,Dominican Republic,2013,
170.146. Further raise the quality of education on human rights for law enforcement officials and those directly involved with inmates (Pakistan);,cuba,consider,Pakistan,2013,
170.147. Share experiences and best practices with regard to the treatment of prisoners (Bolivia (Plurinational Republic of));,cuba,consider,Bolivia,2013,
170.148. Continue to promote the preventive approach in education and social reintegration to avoid delinquency (Dominican Republic);,cuba,consider,Dominican Republic,2013,
170.149. Continue the policy incorporating inmates to education and job-training at different educational levels (Dominican Republic);,cuba,consider,Dominican Republic,2013,
170.150. Take appropriate measures to establish a mechanism for monitoring detention places (Kazakhstan);,cuba,consider,Kazakhstan,2013,
"170.151. Continue the restoration of the prisons’ infrastructure, particularly in the context of the Master Plan for Investment in the System of Prisons (Morocco);",cuba,consider,Morocco,2013,
170.152. Increase effort being carried out to combat violence against women (Timor-Leste);,cuba,consider,Timor-Leste,2013,
170.153. Enhance efforts aimed at quality performance in the area of administration of justice (Syrian Arab Republic);,cuba,consider,Syria,2013,
170.153..1 Strengthen the efforts to reach a qualitative superior performance in the administration of justice (Viet Nam);,cuba,consider,Vietnam,2013,
170.154. Continue to apply measures aimed at achieving higher level of quality in the administration of justice (Colombia);,cuba,consider,Colombia,2013,
"170.155. Implement the adopted investment plan for the judicial system, in order to improve the situation of detainees (Cape Verde);",cuba,consider,Cape Verde,2013,
170.156. Strengthen the principle of legality with an emphasis in due process in conformity with international human rights norms (El Salvador);,cuba,consider,El Salvador,2013,
170.157. Keep the direct fight against corruption as a means of ensuring the legality and trust in government and judicial institutions (Turkmenistan);,cuba,consider,Turkmenistan,2013,
170.158. Maintain the frontal fight against corruption (Venezuela (Bolivarian Republic of));,cuba,consider,Venezuela,2013,
170.159. Take steps to strengthen the right to a fair trial and improve prison conditions through adherence to: the Basic Principles on the Independence of the Judiciary and the Basic Principles on the Role of Lawyers; the International Covenant on Civil and Political Rights; and the Standard Minimum Rules on the Treatment of Prisoners (United Kingdom of Great Britain and Northern Ireland);,cuba,consider,United Kingdom,2013,
170.160. Guarantee the independence of the judiciary and ensure the right to a fair trial as outlined by the Basic Principles on the Independence of the Judiciary (Austria);,cuba,consider,Austria,2013,
"170.161. Improve transparency and due process in the criminal justice system by ensuring fair and public hearings within a reasonable timeframe, ensuring anyone arrested is promptly informed of the reasons for arrest and ensuring that defendants have access to effective representation by their defence counsel, functioning fairly and without undue constraint (Canada);",cuba,consider,Canada,2013,
170.162. Amend the Law of Criminal Procedure in order to avoid the cases of indefinite extension of the preliminary investigation (Belgium);,cuba,consider,Belgium,2013,
170.163. Ensure access to an independent lawyer to all persons deprived of their liberty (Belgium);,cuba,consider,Belgium,2013,
"170.164. Promote the fair justice principles consistent with international standards, especially by reviewing the legislation and implementation of pre-trial detention (Italy);",cuba,consider,Italy,2013,
170.165. Adopt the measures necessary to guarantee the right of any person deprived of liberty to have access to an immediate remedy to challenge the legality of that detention (Ireland);,cuba,consider,Ireland,2013,
"170.166. Maintain its policy of respect and tolerance of all religious without discrimination, including the right not to profess any religion (Nicaragua);",cuba,consider,Nicaragua,2013,
"170.166..1 Continue (India) its policy of respect and tolerance of all religious without discrimination, in particular the right to choose one’s own convictions (India);",cuba,consider,India,2013,
170.167. Continue the country’s policy in promoting the full religious freedom of all citizens (Viet Nam);,cuba,consider,Vietnam,2013,
170.168. Further increase popular participation in elections and decision making procedures (Uganda);,cuba,consider,Uganda,2013,
170.168..1 Continue to expand popular participation in electoral and decision making procedures (Iran (Islamic Republic of)) );,cuba,consider,Iran,2013,
170.169. Promote greater and effective use of the media to promote the rights of children (India);,cuba,consider,India,2013,
170.170. Consolidate access to information and culture of all people (Iran (Islamic Republic of));,cuba,consider,Iran,2013,
170.171. Remove restrictions on freedom of expression notably concerning the connection to the Internet (Romania);,cuba,consider,Romania,2013,
170.171..1 Reconsider all the laws that criminalize or restrict the right to freedom of expression and the right of internet freedom (Estonia);,cuba,consider,Estonia,2013,
"170.171..2 Lift restrictions on the rights to freedom of expression that are not in accordance with the Universal Declaration of Human Rights, and to ensure affordable and unhindered access to the internet for all (Hungary);",cuba,consider,Hungary,2013,
"170.172. Allow freedoms of expression, association and assembly, and allow human rights associations to obtain a legal status through inclusive and official registration (Spain);",cuba,consider,Spain,2013,
170.173. Lift the restrictions that hinder free expression and ensure that human rights defenders and independent journalists are not victims of intimidations or arbitrary prosecutions and detentions (Switzerland);,cuba,consider,Switzerland,2013,
"170.174. End measures to restrict freedom of expression and assembly including short-term detentions and the use of criminal charges such as precriminal social dangerousness”, contempt” and resistance” (United Kingdom of Great Britain and Northern Ireland);",cuba,consider,United Kingdom,2013,
"170.175. Repeal legislation relating to so-called pre-criminal social dangerousness”, as provided for in Articles 72, 73 and 74 of the Cuban Penal Code (Ireland);",cuba,consider,Ireland,2013,
170.176. Eliminate or cease enforcing laws impeding freedom of expression (United States of America);,cuba,consider,United States,2013,
"170.177. Guarantee the freedom of expression and peaceful assembly, as well as the free activity of human rights defenders, to independent journalists and political opponents (France);",cuba,consider,France,2013,
"170.178. Enhance the protection of freedom of expression and thought, including, dissenting political opinions, and ensure free access to information for all, inter alia through the Internet (Italy);",cuba,consider,Italy,2013,
170.179. Take further measures to improve freedom of expression by allowing for an independent media and improving access to information through public  access to the internet by taking advantage of the recent investment in the fibre optic network (Canada);,cuba,consider,Canada,2013,
"170.180. Take effective measures to ensure the full realization of the rights to freedom of expression, including on internet, assembly and association (Czech Republic);",cuba,consider,Czech Republic,2013,
"170.181. Strengthen the exercise of freedom of expression, assembly, association and participation (Eritrea);",cuba,consider,Eritrea,2013,
"170.182. Guarantee a safe, free and independent environment for journalists and ensure that all cases of attacks against them are investigated by independent and impartial bodies (Austria);",cuba,consider,Austria,2013,
"170.183. Put an end to repression, investigate acts of repudiation and protect all persons who are the targets of intimidation or violence (Netherlands);",cuba,consider,Netherlands,2013,
170.184. Liberate immediately and unconditionally all the prisoners held in temporary detention or sentenced in connection with exercising their freedom of opinion and expression as well as freedom of assembly and association (Poland);,cuba,consider,Poland,2013,
170.185. Take steps to protect and promote the freedom of expression and association of all peaceful defenders of human rights in the country (Norway);,cuba,consider,Norway,2013,
"170.186. Ensure that all living in Cuba can fully enjoy their rights to freedom of expression, association and peaceful assembly (Poland);",cuba,consider,Poland,2013,
170.187. Release Alan Gross and imprisoned journalists such as Jose Antonio Torres immediately (United States of America);,cuba,consider,United States,2013,
"170.188. Discontinue the limitations on civil society activities, including the short-term detention of political activists (Australia);",cuba,consider,Australia,2013,
"170.189. Refrain from the harassment, intimidation and arbitrary detention of human rights activities (Germany);",cuba,consider,Germany,2013,
"170.190. Halt short-term detentions, harassments and other repressive measures against human rights defenders and journalists and implement legal safeguards to ensure their protection against abuse of provisions for criminal prosecution (Hungary);",cuba,consider,Hungary,2013,
170.191. Take necessary measures to guarantee the rights to peaceful assembly and association in conformity with the law and the international standards (Switzerland);,cuba,consider,Switzerland,2013,
