text,to,decision,From,year
119.53. Continue its efforts to eradicate all forms of discrimination against the elderly (Argentina);,brazil,consider,Argentina,2012
119.54. Encourage employment opportunities programmes for the elderly and strengthen measures to prevent and punish discrimination against them (Mexico);,brazil,consider,Mexico,2012
119.55. Address discrimination and prejudice against leprosy in line with the Principles and Guidelines for the Elimination of Discrimination against Persons Affected by Leprosy and Their Family Members and the relevant General Assembly resolution (Japan);,brazil,consider,Japan,2012
"119.56. Take into consideration the provisions of HRC resolution A/HRC/RES/13/27 relating to sport and racism, when preparing and organizing the 2014 football World Cup and the 2016 Olympic Games, in order to promote understanding, tolerance and peace and strengthen the efforts in the struggle against racism, racial discrimination, xenophobia and related intolerance (Morocco);",brazil,consider,Morocco,2012
"119.57. Ensure that urban restructuring in advance of the 2014 World Cup and the 2016 Olympics be properly regulated to prevent displacements and forced evictions, and that residents in affected areas are given full and timely information about proposals affecting them; engage in a genuine negotiation with the communities to explore alternatives to eviction; and, where necessary, offer compensation or alternative adequate housing close to the existing communities (Canada);",brazil,consider,Canada,2012
119.58. Make every effort to ensure that the forthcoming World Cup and Olympics will bring lasting benefits to the poorest and most marginalized urban inhabitants (Ukraine);,brazil,consider,Ukraine,2012
119.59. Establish measures for greater accountability to prevent loss of life (Namibia);,brazil,consider,Namibia,2012
119.60. Work towards abolishing the separate system of military police by implementing more effective measures to tie State funding to compliance with measures aimed at reducing the incidence of extrajudicial executions by the police (Denmark);,brazil,consider,Denmark,2012
"119.61. Take stronger action, at the federal government level, to counter death squadsî (Republic of Korea);",brazil,consider,South Korea,2012
119.62. That other state governments consider implementing similar programmes to Rio de JaneiroÍs UPP Police Pacifying Unit (Australia);,brazil,consider,Australia,2012
"119.63. Implement further measures to combating and preventing torture, as well as strengthen existing mechanisms for the implementation of the recommendations of the United Nations Committee Against Torture and other international bodies (Uzbekistan);",brazil,consider,Uzbekistan,2012
119.64. Continue the authoritiesÍ efforts to prevent and combat torture both at the federal and state levels (Indonesia);,brazil,consider,Indonesia,2012
"119.65. Revise the human rights training programmes for the security forces, emphasizing the use of force according to the criteria of necessity and proportionality and putting an end to extra-judicial executions (Spain);",brazil,consider,Spain,2012
"119.66. Make sure prisoners and detainees have access at all times to their rights and descriptions of proper treatment, including those laid down in the Standard Minimum Rules and the Body of Principles for the Protection of Detainees and make sure that they have access to effective procedures to realize these rights (Netherlands);",brazil,consider,Netherlands,2012
"119.67. Make further efforts to improve conditions in detention facilities according to international standards, especially including developing gender-sensitive policies and programmes for women (Republic of Korea);",brazil,consider,South Korea,2012
"119.68. Take action to improve prison conditions, in particular to improve the conditions of womenÍs detention facilities in accordance with international standards, and ensure protection of human rights of all detainees, including guarantees of due process and protection against cruel and inhumane treatment (Slovenia);",brazil,consider,Slovenia,2012
119.69. Reform the penitentiary system to reduce the level of overcrowding and to improve the living conditions of persons deprived of their liberty (Spain);,brazil,consider,Spain,2012
119.70. Address the high rate of homicides in BrazilÍs overcrowded prisons (Turkey);,brazil,consider,Turkey,2012
119.71. Reduce prison overcrowding and pretrial detention periods by enforcing the 2011 Law on Precautionary Measures (United States);,brazil,consider,United States,2012
119.72. Take action to improve prison conditions (Czech Republic);,brazil,consider,Czech Republic,2012
119.73. Exert further efforts to improve prison conditions (Egypt);,brazil,consider,Egypt,2012
119.74. Undertake effective measures to improve prison conditions (Hungary);,brazil,consider,Hungary,2012
"119.75. Closely monitor the effectiveness of, and review if necessary, the National Programme to Support the Prison System and the Law on Precautionary Measures (Japan);",brazil,consider,Japan,2012
119.76. Pay extra attention to the special needs of women prisoners by considering implementing the Bangkok rules (Thailand);,brazil,consider,Thailand,2012
119.77. Make more efforts to improve the situation in detention facilities especially in womenÍs prisons (Greece);,brazil,consider,Greece,2012
119.78. Prioritize the reform of the prison system and ensure respect for and protection of the human rights of all detainees (Italy);,brazil,consider,Italy,2012
119.79. Adopt a policy of taking an explicit and published decision on instituting a federal investigation and prosecution in all cases involving violence against human rights defenders (Netherlands);,brazil,consider,Netherlands,2012
"119.80. Pass legislation, without undue delay, to confirm the official status of the National Programme for the Protection of Human Rights Defenders, and give priority to its wide implementation (Norway);",brazil,consider,Norway,2012
119.81. Ensure that the National Programme for the Protection of Human Rights Defenders be implemented in all states of the nation (Spain);,brazil,consider,Spain,2012
"119.82. Ensure the protection of human rights defenders, notably the leaders of indigenous communities fighting for their rights (Switzerland);",brazil,consider,Switzerland,2012
119.83. Consider the development of a comprehensive policy to address the problem of human rights violations against its defenders founded on strategies for strengthening the independence of the judiciary and increasing the awareness of the population and public authorities as to the important role of these defenders (Timor-Leste);,brazil,consider,Timor-Leste,2012
"119.84. Ensure adequate safeguards are in place to ensure protection of human rights defenders, including those working within indigenous communities (United Kingdom);",brazil,consider,United Kingdom,2012
119.85. Increase funding to provide human rights advocates with adequate protection (Australia);,brazil,consider,Australia,2012
119.86. Adopt a law to confirm the official status of the national programme for the protection of human rights defenders (Belgium);,brazil,consider,Belgium,2012
119.87. Respect the rights of Human Rights Defenders and protect them in their everyday struggle (Poland);,brazil,consider,Poland,2012
"119.88. Intensify efforts for the security of human rights defenders and reinforce cooperation with all stakeholders, in particular, the states and military police (Czech Republic);",brazil,consider,Czech Republic,2012
119.89. Take all necessary measures to ensure the physical integrity of journalists and human rights defenders (France);,brazil,consider,France,2012
"119.90. Provide systematic training to judges, prosecutors and lawyers on womenÍs rights and violence against women, including on the implementation of the Maria da Penha Law on domestic and family violence against women (Canada);",brazil,consider,Canada,2012
119.91. Increase its efforts to fully implement the Maria da Penha Law regarding the rights of women victims of domestic violence (Portugal);,brazil,consider,Portugal,2012
119.92. Continue fighting violence against women (Senegal);,brazil,consider,Senegal,2012
119.93. Continue its efforts to implement policies to enhance the protection of women against violence (Singapore);,brazil,consider,Singapore,2012
119.94. Take effective steps to ensure gender equality and counteract violence against women (Uzbekistan);,brazil,consider,Uzbekistan,2012
119.95. Take further steps in order to promote gender equality and eliminate domestic and family violence in the country (Azerbaijan);,brazil,consider,Azerbaijan,2012
119.96. Take legal and practical measures to eliminate violence and discrimination against women particularly in the rural and remote areas of Brazil (Iran);,brazil,consider,Iran,2012
"119.97. Take measures to address homo- and trans-phobic crime, including by establishing a system for recording such crimes (Finland);",brazil,consider,Finland,2012
"119.98. Strengthen domestic cooperation between relevant actors, as well as international cooperation, in order to combat both internal and  international trafficking and sexual exploitation of women and children (Sweden);",brazil,consider,Sweden,2012
"119.99. Adopt and implement, in accordance with relevant international law, national legislation to combat trafficking in women and children which will prosecute and convict traffickers, and take effective measures to prevent sexual tourism (Switzerland);",brazil,consider,Switzerland,2012
"119.100. Step up prosecutions of individuals who traffic in persons and increase funding for specialized services, including shelters, for trafficking victims (United States);",brazil,consider,United States,2012
"119.101. Combat human trafficking, death squadsî, violence and related sexual exploitation (Holy See);",brazil,consider,Holy See,2012
119.102. Adopt more comprehensive legislation to combat trafficking in persons (Iraq);,brazil,consider,Iraq,2012
"119.103. Focus on developing a system allowing effective collaboration between the health, social security, education, and tourism sectors with the aim of adequately tackling all forms of sexual exploitation in the country (Hungary);",brazil,consider,Hungary,2012
119.104. Continue with its efforts to eradicate child labour with a particular focus on children in highly vulnerable situations (Singapore);,brazil,consider,Singapore,2012
119.105. Intensify the programmes to combat child labour (Algeria);,brazil,consider,Algeria,2012
119.106. Take effective legislative measures for special protection and integration mechanisms for victims of slave labour (Iran);,brazil,consider,Iran,2012
119.107. Give greater importance to the recommendations made by the Committee of the ILO Experts as regards the combat of slavery labour (Iraq);,brazil,consider,Iraq,2012
119.108. Strengthen measures concerning the many children who continue to live on the street where they remain vulnerable to abuse (Turkey);,brazil,consider,Turkey,2012
"119.109. Improve the protection of children by fighting against child labour, providing for children living in the streets and ensuring education for them (Holy See);",brazil,consider,Holy See,2012
"119.110. Accelerate the improvement of the judicial, police and prison systems in line with international human rights standards (Holy See);",brazil,consider,Holy See,2012
"119.111. Continue the implementation of the policy aimed at improving the judicial system, reforming the law enforcement bodies and reducing the crime rate and corruption (Russian Federation);",brazil,consider,Russia,2012
"119.112. Facilitate access to justice through additional measures, which could reduce structural obstacles such as the cost and the cumbersome nature of the procedures (Morocco);",brazil,consider,Morocco,2012
119.113. Strengthen the judiciary by combating slowness as well as addressing corruption and the repressive treatment of adolescents (Spain);,brazil,consider,Spain,2012
119.114. Continue its endeavours to contribute to improving the criminal justice system in the country (Azerbaijan);,brazil,consider,Azerbaijan,2012
119.115. Continue to promote reforms to the Judicial System which incorporate the prioritization of the respect for human rights (Chile);,brazil,consider,Chile,2012
"119.116. Further develop the legislation that would allow women to exercise their rights to privacy and confidentiality during police investigations and guarantee the right to presumption of innocence, due process, and legal defence (Estonia);",brazil,consider,Estonia,2012
119.117. Increase the total number of Public Defenders and to secure a constant presence of Public Defenders in all detention institutions (Netherlands);,brazil,consider,Netherlands,2012
119.118. Ensure the availability of public defenders in all detention locations in order to enhance guarantees of due process (Canada);,brazil,consider,Canada,2012
"119.119. Secure what is prescribed in Article 149 of the Brazilian Penal Code, relating to the criminal prosecution of the crime of slavery (Paraguay);",brazil,consider,Paraguay,2012
"119.120. Ensure that all killings by law enforcement personnel are properly registered and thoroughly, independently investigated (Slovakia);",brazil,consider,Slovakia,2012
119.121. Combat impunity on crimes against judges by creating a protection system for judges under threat (United States);,brazil,consider,United States,2012
"119.122. Ensure that all members of the police and prison officers that commit human rights violations and abuses, such as torture and ill-treatment, are held accountable (Czech Republic);",brazil,consider,Czech Republic,2012
"119.123. Effectively fight against arbitrary and on-duty police killings, in particular by creating a strong framework for impartial investigation (Germany);",brazil,consider,Germany,2012
119.124. Continue working for the strengthening of the process of truth-seeking (Paraguay);,brazil,consider,Paraguay,2012
"119.125. Continue its efforts to guarantee the right to the truth for victims and families of serious human rights violations and for all Brazilian society, ensuring proper functioning of the Truth Commission (Argentina);",brazil,consider,Argentina,2012
"119.126. Ensure that the Truth Commission created in November 2011 be provided with sufficient resources to recognize the right of victims to justice, in particular for crimes with no statute of limitation (France);",brazil,consider,France,2012
"119.127. Protect the natural family and marriage, formed by a husband and a wife, as a basic cell of society as it provides the best conditions for raising children (Holy See);",brazil,consider,Holy See,2012
"119.128. Study the possibility of having campaigns for registering girls, boys and adolescents in the North and North-east of Brazil, with the cooperation of the universal system of human rights (Uruguay);",brazil,consider,Uruguay,2012
"119.129. Regularly foster awareness on birth registration at national and local levels, particularly through the organization of public campaigns to highlight the importance of birth-registration (Uruguay);",brazil,consider,Uruguay,2012
119.130. Consider freedom of expression concerns when drafting cybercrime legislation (Estonia);,brazil,consider,Estonia,2012
119.131. Examine the possibility of expanding the scope of application and the target population of the Bolsa Familiaî programme aimed at reducing poverty and redouble its efforts to reduce social inequalities (Morocco);,brazil,consider,Morocco,2012
"119.132. Continue efforts to reduce poverty and increase, if possible, the necessary resources for current programmes, such as the Bolsa Familiaî (Greece);",brazil,consider,Greece,2012
119.133. Continue strengthening social security to cover all segments of society (Nepal);,brazil,consider,Nepal,2012
"119.134. Continue implementing and strengthening social inclusiveness, equality and non-discriminatory public practices, among which Brazil without Povertyî (Nicaragua);",brazil,consider,Nicaragua,2012
119.135. Continue its efforts to combat poverty and social disparities (Pakistan);,brazil,consider,Pakistan,2012
119.136. Pursue strategies fighting against poverty and social inequalities (Senegal);,brazil,consider,Senegal,2012
119.137. Continued action in eradicating extreme poverty (Sri Lanka);,brazil,consider,Sri Lanka,2012
"119.138. Continue to address the grievance of and empower vulnerable groups _ particularly women, children, indigenous people, and people of African descent _ by reducing urban-rural discrepancies and promoting equal access to opportunities for all, especially access to health care, education, employment, housing and social security (Thailand);",brazil,consider,Thailand,2012
119.139. Strengthen measures in poverty eradication as well as in reducing socio-economic development gaps among regions and social groups (Viet Nam);,brazil,consider,Vietnam,2012
"119.140. Continue its favourable policies with concrete initiatives aimed at the most vulnerable groups such as women, children and minorities (Viet Nam);",brazil,consider,Vietnam,2012
"119.141. Improve the struggle against poverty, improve the fate of individuals and communities fighting for access to land in rural zones, and protect them against evictions, intimidations, threats and killings (Belgium);",brazil,consider,Belgium,2012
119.142. Concentrate on the poorest and most vulnerable (Burkina Faso);,brazil,consider,Burkina Faso,2012
119.143. Continue to move forward its poverty reduction strategy and protect the rights of vulnerable groups so as to achieve sustainable economic and social development (China);,brazil,consider,China,2012
"119.144. Ensure equal access to poverty reduction programmes, particularly for indigenous families (Egypt);",brazil,consider,Egypt,2012
119.145. Continue programmes and measures aimed at eliminating poverty and increasing the socio-economic development of the country (Cuba);,brazil,consider,Cuba,2012
"119.146. Continue advancing in the development and implementation of the Stork Networkî and the national system for registration, monitoring and accompanying for pregnant women in order to prevent maternal  mortality, in the context of the policy for integral assistance to womanÍs health (Colombia);",brazil,consider,Colombia,2012
119.147. Reduce infant mortality rates and malnutrition in children (Chile);,brazil,consider,Chile,2012
119.148. Continue its efforts to guarantee free and quality health services (Cuba);,brazil,consider,Cuba,2012
119.149. Continue the process of expanding the possibilities of accessing the voluntary termination of pregnancy in order to ensure the full recognition of sexual and reproductive rights (France);,brazil,consider,France,2012
119.150. Maintain the commitment to poverty reduction (Holy See);,brazil,consider,Holy See,2012
"119.151. Reduce maternal, child and infant morbidity and mortality by promoting effective assistance measures during pregnancy and at the moment of birth (Holy See);",brazil,consider,Holy See,2012
"119.152. Improve health-care efforts, especially to reduce child mortality and the prevalence rate of HIV and AIDS (Iran);",brazil,consider,Iran,2012
119.153. Continue its effort in strengthening the protection of the right to food (Iran);,brazil,consider,Iran,2012
"119.154. Take more effective measures to address the problem of social and economic inequality, in particular in the areas of health, education and employment opportunities between the population in the urban and rural areas (Malaysia);",brazil,consider,Malaysia,2012
"119.155. Keep taking the necessary measures to combat continued deforestation in order to ensure the effective enjoyment of economic, social and cultural rights (Egypt);",brazil,consider,Egypt,2012
119.156. Continue with its religious education programmes in public schools (Namibia);,brazil,consider,Namibia,2012
"119.157. Implement strategies to solve problems facing education, particularly at the elementary level (Palestine);",brazil,consider,Palestine,2012
"119.158. Take adequate measures to combat illiteracy and guarantee to all citizens the enjoyment of the right to education, especially for poor people, those living in rural areas or indigenous minorities (Holy See);",brazil,consider,Holy See,2012
"119.159. Adopt additional measures for access to education, in order to contribute to overcoming the educational gap between the black and white populations (Honduras);",brazil,consider,Honduras,2012
119.160. Continue its educational strategies to ensure that all children enrol in school and receive a quality basic education (Iran);,brazil,consider,Iran,2012
119.161. Complete the national guidelines for education in the field of human rights and pursue a participatory approach in cooperation with civil society (Iraq);,brazil,consider,Iraq,2012
"119.162. Strengthen the awareness campaigns on the rights of indigenous populations and persons of African descent, notably through the implementation of the provisions of the specific laws adopted in this domain (Morocco);",brazil,consider,Morocco,2012
"119.163. Further entrench in standard administrative procedures the right of indigenous peoples to be consulted, in accordance with ILO Convention 169 (Netherlands);",brazil,consider,Netherlands,2012
"119.164. Ensure the rights of indigenous peoples, in particular the rights to traditional lands, territories and resources, and their right to be consulted (Norway);",brazil,consider,Norway,2012
"119.165. Conclude pending demarcation processes, in particular related to the GuaranÕ Kaiowà (Norway);",brazil,consider,Norway,2012
119.166. Continue promoting internal debates towards a better regulation of the consultation processes with indigenous peoples on issues that affect them directly (Peru);,brazil,consider,Peru,2012
"119.167. Ensure that indigenous peoples are able to defend their constitutional right to ancestral lands without discrimination and their prior, informed consent is sought in cases of projects that may affect their rights (Slovakia);",brazil,consider,Slovakia,2012
"119.168. Pay more attention, at all administrative levels, to the rights of indigenous peoples, especially to ensure their land rights (Poland);",brazil,consider,Poland,2012
119.169. Ensure indigenous peoples adequate consultation as well as full participation in all legislative or administrative measures affecting them (Germany);,brazil,consider,Germany,2012
119.170. Continue improving the life conditions of migrants and refugees in Brazil (Holy See). );,brazil,consider,Holy See,2012
"94.1. Ratify the Optional Protocol to the International Covenant on Economic, Social and Cultural Rights (Spain);",czechrepublic,consider,Spain,2012
"94.2. Consider an early ratification of the Optional Protocol to the Convention on the Rights of the Child on the Sale of Children, Child Prostitution and Child Pornography (OP-CRC-SC) (Malaysia)/Consider ratifying the OP-CRC-SC (Rwanda);",czechrepublic,consider,Rwanda,2012
"94.3. Sign and ratify the OP-CRC-SC (Egypt, Kyrgyzstan)/ Ratify the OP-CRC-SC (Greece, Tunisia, Spain, Uruguay)/ Ratify the OP-CRC-SC with a view to providing better implementation to the Convention on the Rights of the Child (Turkey)/ Expedite the ratification of the OP-CRC-SC (India)/Ratify the OP-CRC-SC and offer quality psychological support to child victims of sexual exploitation (Belgium);",czechrepublic,consider,Belgium,2012
94.4. Enact the necessary legislation in view of its ratification of the OP-CRC-SC (Lichtenstein);,czechrepublic,consider,Liechtenstein,2012
94.5. Consider an early ratification of the third optional protocol to the Convention on the Rights of the Child on a communication procedure (Slovakia);,czechrepublic,consider,Slovakia,2012
94.6. Consider ratifying the International Convention on the Rights of Migrant Workers and Members of Their Families (ICRMW) (Philippines)/Reconsider the ratification of the ICRMW in the future (Indonesia);,czechrepublic,consider,Indonesia,2012
94.7. Sign and ratify the ICRMW (Egypt)/ Ratify the ICRMW (Turkey)/ Ratify the ICRMW recognising the compulsory jurisdiction of the monitoring body to receive individual complaints (Uruguay);,czechrepublic,consider,Uruguay,2012
94.8. Consider the possible signature and ratification of the International Convention for the Protection of All Persons from Enforced Disappearance (CPED) (Armenia)/ Continue its efforts aimed at ratifying the CPED (Argentina);,czechrepublic,consider,Argentina,2012
"94.9. Become a party to the CPED (Iraq) /Ratify the CPED (France, Spain)/Ratify the CPED recognizing the compulsory jurisdiction of the Committee to receive individual complaints (Uruguay);",czechrepublic,consider,Uruguay,2012
"94.10. Proceed with the ratification of the Optional Protocol to the Convention of the Rights of Persons with the Disabilities (CRPD) (Estonia)/Ratify the Optional Protocol to the CRPD (Austria, Spain);",czechrepublic,consider,Austria,2012
"94.10. Proceed with the ratification of the Optional Protocol to the Convention of the Rights of Persons with the Disabilities (CRPD) (Estonia)/Ratify the Optional Protocol to the CRPD (Austria, Spain);",czechrepublic,consider,Spain,2012
94.11. Consider ratifying the Convention against Transnational Organized Crime and its Protocol (Philippines);,czechrepublic,consider,Philippines,2012
94.12. Ratify the United Nations Convention against Transnational Organized Crime and its Optional Protocols and accord appropriate legal status to the provisions of the Convention within domestic legislation (Libya);,czechrepublic,consider,Libya,2012
"94.13. Consider the ratification of the Protocol to Prevent, Suppress and Punish Trafficking in Persons, especially Women and Children (Rwanda);",czechrepublic,consider,Rwanda,2012
"94.14. Sign and ratify the Protocol to Prevent, Suppress and Punish Trafficking in Persons, especially Women and Children (Egypt)/Ratify the Protocol to Prevent, Suppress and Punish Trafficking in Persons, Especially Women and Children, supplementing the United Nations Convention against Transnational Organized Crime (Tunisia);",czechrepublic,consider,Tunisia,2012
94.15. Ratify the Palermo Protocol and the ILO Conventions no. 169 and 189 (Belarus);,czechrepublic,consider,Belarus,2012
94.16. Consider ratifying ILO Convention 189 (Philippines);,czechrepublic,consider,Philippines,2012
94.17. Ratify the Kampala amendments to the Rome Statute with a view to contributing to the activation of the jurisdiction of the International Criminal Court over the crime of aggression in 2017 (Lichtenstein);,czechrepublic,consider,Liechtenstein,2012
94.18. Review its national legislation with a view to bringing the definition of torture in line with the Convention against torture (CAT) (Egypt);,czechrepublic,consider,Egypt,2012
94.19. Complete the process of aligning national legislation with its obligations under the Rome Statute and the CAT (Tunisia);,czechrepublic,consider,Tunisia,2012
94.20. Complete the process of the national legislationÍs full alignment with all obligations under the Rome Statute (Slovakia);,czechrepublic,consider,Slovakia,2012
94.21. Sign and ratify the Council of Europe Convention on Action against Trafficking in Human Beings and the Palermo Protocol (Austria)/ Sign and ratify the Council of Europe Convention on Action against Trafficking in Human Beings (Ireland);,czechrepublic,consider,Ireland,2012
"94.22. Ratify the Council of Europe Convention on the Protection of Children against Sexual Exploitation and Abuse, as a member of the European family (Turkey);",czechrepublic,consider,Turkey,2012
"94.23. Effectively implement the 2009 anti-discrimination law, especially regarding the treatment of complaints about discrimination (France);",czechrepublic,consider,France,2012
94.24. Take steps to eliminate discriminatory practices in housing and employment to fully comply with the 2009 Anti-Discrimination Act (United States of America);,czechrepublic,consider,United States,2012
"94.25. Include in its national legislation a clear definition of child pornography and review legislation with a view to criminalizing child prostitution, including the adoption of a victim-oriented approach towards children victims of sexual exploitation (Egypt);",czechrepublic,consider,Egypt,2012
94.26. Enact legislation contained in the National Anti-Corruption Strategy (United States of America);,czechrepublic,consider,United States,2012
94.27. Establish a national human rights institution (Canada);,czechrepublic,consider,Canada,2012
94.28. Continue working on establishing human rights institutions in accordance with the Paris Principles (Jordan);,czechrepublic,consider,Jordan,2012
94.29. Ratify the OP-CRC-SC and take necessary measures aiming at the accreditation of the Public Defender of Rights of Citizens by the International Coordinating Committee of National Institutions (Algeria);,czechrepublic,consider,Algeria,2012
94.30. Establish an independent human rights institution which fully complies with the Paris Principles (Malaysia)/Establish an independent national human rights institution in compliance with the Paris Principles (Uruguay)/ Establish a national human rights institution in line with the Paris Principles (Turkey)/Establish the national human rights institution in accordance with the Paris Principles (Rwanda)/Promptly establish a national human rights institution in full compliance with the Paris Principles (Tunisia)/ Bring the Ombudsman institution in line with the Paris Principles (Russian Federation);,czechrepublic,consider,Russia,2012
94.31. Strengthen the mandate of the Ombudsman to review administrative decisions and align it with the Paris Principles (Hungary);,czechrepublic,consider,Hungary,2012
94.32. Consider the creation of an Ombudsman for childrenÍs rights in order to further enhance the status of children (Ireland);,czechrepublic,consider,Ireland,2012
"94.33. Continue with all its endeavours to ensure further success in the implementation of the recently established relevant programmes/policies on human rights, especially the efforts in the continued implementation of the social agenda of minorities (Cambodia);",czechrepublic,consider,Cambodia,2012
"94.34. Increase efforts to protect the rights of vulnerable groups, particularly women and children (Iraq);",czechrepublic,consider,Iraq,2012
94.35. Continue its policies on improving the rights of the child (Jordan);,czechrepublic,consider,Jordan,2012
94.36. Step up its efforts to ensure the implementation of the First Plan of Action for the National Strategy for the Protection of the Rights of Child 2012 _ 2015 (Indonesia);,czechrepublic,consider,Indonesia,2012
94.37. Fully implement the National Strategy for the Protection of the Rights of the Child through plans of action (Republic of Moldova);,czechrepublic,consider,Moldova,2012
94.38. Review the recent national strategy for the protection of rights of children and take into account the concerns and recommendations made during the second UPR cycle in this regard (Nicaragua);,czechrepublic,consider,Nicaragua,2012
"94.39. Take into account the resolutions approved by the Council, which covers a series of important issues and offers significant recommendations to promote and protect the rights of children (Nicaragua);",czechrepublic,consider,Nicaragua,2012
"94.40. Continue the implementation of the Crime Prevention Strategy plan, which fosters the peaceful coexistence of the society members and ethnic minorities (Armenia);",czechrepublic,consider,Armenia,2012
"94.41. Issue, as a matter of priority, an invitation for the Special Rapporteurs on torture, human trafficking, migrants, and for the Independent Expert on the minority issues (Belarus);",czechrepublic,consider,Belarus,2012
"94.42. Implement measures to give effect to the existing legislation on the elimination of discrimination, particularly in the area of gender and ethnic minorities and eradicate all forms of violence due to discrimination (Costa Rica);",czechrepublic,consider,Costa Rica,2012
"94.43. Adopt concrete measures to fight discrimination against women in all spheres of life, especially by increasing the representation of women in the middle and higher positions of political and economic life (Slovenia);",czechrepublic,consider,Slovenia,2012
"94.44. Make efforts to overcome gender stereotyping, which continues to perpetuate discrimination against women, and increase representation of women, including Roma women in the legislative bodies, the Government and the public administration, particularly in senior positions (Cuba);",czechrepublic,consider,Cuba,2012
94.45. Address more the deep-rooted gender stereotypes that perpetuated discrimination against women (Palestine);,czechrepublic,consider,Palestine,2012
94.46. Implement CEDAW recommendation to address the persistent and deep-rooted gender stereotypes that perpetuate discrimination against women (South Africa);,czechrepublic,consider,South Africa,2012
94.47. Further strengthen the temporary special measures in areas in which women are underrepresented (Republic of Moldova);,czechrepublic,consider,Moldova,2012
94.48. Develop a national action plan against racism in line with the Durban Declaration and Programme of Action (Egypt);,czechrepublic,consider,Egypt,2012
94.49. Develop a national plan against racism in line with the Durban Declaration and Programme of Action and investigate the perpetrators of hate crime (Turkey);,czechrepublic,consider,Turkey,2012
"94.50. Adopt a national action plan to combat racism, racial discrimination, xenophobia and intolerance (Tunisia);",czechrepublic,consider,Tunisia,2012
94.51. Formulate a national plan of action to combat racism and xenophobia (China);,czechrepublic,consider,China,2012
"94.52. Adopt a comprehensive national action plan on the prevention of racism, racial discrimination, xenophobia and intolerance as recommended by the Committee on the Rights of the Child (Algeria);",czechrepublic,consider,Algeria,2012
"94.53. Develop a comprehensive national action plan to combat and prevent racism, racial discrimination, xenophobia and intolerance in accordance with the Durban Agreements (Cuba);",czechrepublic,consider,Cuba,2012
"94.54. Develop a national action plan to prevent and combat racism, racial discrimination, xenophobia and related intolerance, which will also ensure that manifestations of hatred, racist and xenophobic discourse as well as racially motivated acts of violence are investigated and perpetrators are punished. Such a national action plan should also integrate the implementation of the Durban Declaration and Program of Action (South Africa);",czechrepublic,consider,South Africa,2012
"94.55. Take steps to prevent acts of racially motivated violence and discrimination, including through education and awareness campaigns, ensuring effective interventions by law enforcement and ensuring the successful prosecution of those that commit such crimes (Canada);",czechrepublic,consider,Canada,2012
"94.56. Ban organizations that incite hatred, racism, racial discrimination and xenophobia (Cuba);",czechrepublic,consider,Cuba,2012
94.57. Intensify efforts in eliminating all forms of discrimination against ethnic minorities and in this regard seriously implement the national legal and policy framework on anti-discrimination (Malaysia);,czechrepublic,consider,Malaysia,2012
"94.58. Increase all efforts to combat all forms of intolerance, racism, xenophobia and take further measures and policies to combat racist manifestations, in particular against Roma (Turkey);",czechrepublic,consider,Turkey,2012
94.59. Continue its combat against hate crime and all forms of discrimination against minorities in accordance with international standards and its human rights obligations and to bring perpetrators to justice (Thailand);,czechrepublic,consider,Thailand,2012
"94.60. Take further legislative measures and policies to combat racist manifestations, in particular against Roma, including in the media and in the political arena (Iran (Islamic Republic of));",czechrepublic,consider,Iran,2012
94.61. Address the issue of hate crime and racist and xenophobic discourse (Slovenia);,czechrepublic,consider,Slovenia,2012
"94.62. Continue pursuing appropriate, efficient policies in combating acts of extremism and xenophobia such as the Strategy for Combating Extremism or the Crime and Extremism Prevention Programme Dawnî (Slovakia);",czechrepublic,consider,Slovakia,2012
94.63. Take all necessary measures to prevent any kind of reappearance of Nazism in order to eradicate the root cause of all racially motivated criminal acts (Democratic PeopleÍs Republic of Korea);,czechrepublic,consider,North Korea,2012
"94.64. Intensify its work to combat manifestations of neo-Nazism, extremism, racism, xenophobia and anti-Semitism in view of an increase of such acts in the past years (Russian Federation);",czechrepublic,consider,Russia,2012
"94.65. Increase its legal efforts to combat all forms of intolerance, racism, and xenophobia, particularly the implementation of legal provisions of hate crime that remains inadequate for Roma (Iran (Islamic Republic of));",czechrepublic,consider,Iran,2012
"94.66. Ensure that hate crime and violence, racist and xenophobic discourse are investigated, and that the perpetrators are prosecuted (Bangladesh);",czechrepublic,consider,Bangladesh,2012
"94.67. Set up national mechanisms to monitor, investigate, prosecute and punish incitement to and acts of hatred, intolerance, racism and xenophobia, including hate speech and racist and xenophobic acts committed on the internet and through political platform (Egypt);",czechrepublic,consider,Egypt,2012
"94.68. Take appropriate measures to ensure that hate crime and violence, and racist and xenophobic acts are investigated, and that perpetrators are prosecuted (Sri Lanka);",czechrepublic,consider,Sri Lanka,2012
"94.69. Ensure that hate crimes, acts of violence, racist and xenophobic views are investigated and that the perpetrators of these crimes are brought to justice (Tunisia) );",czechrepublic,consider,Tunisia,2012
"94.70. Ensure that detailed investigations are carried out in respect to hate crimes and violence, and racist and xenophobic speeches, as well as ensure that perpetrators are brought to justice (Uzbekistan);",czechrepublic,consider,Uzbekistan,2012
"94.71. Establish dedicated mechanisms for the provision of remedies to victims of racial discrimination and facilitate their access to the justice system, and to ensure the reporting of hate crimes (Egypt);",czechrepublic,consider,Egypt,2012
"94.72. Step up efforts of the competent Ministries to effectively train professionals such as judges, prosecutors and police officers to prosecute racist and hate crimes (Belgium);",czechrepublic,consider,Belgium,2012
