text,to,decision,from,year
"22 Implement transparent and inclusive mechanisms of public consultations with civil society organizations on all issues mentioned above (i.e. gender equality, minority rights, redressing wartime crimes, inclusive quality education for minorities and discrimination against LGBT persons) (Norway);",bosniaandherzegovina,consider,Norway,2014
"23 Improve the programmes for human rights training, in particular those designed for judges and law enforcement agents (Algeria);",bosniaandherzegovina,consider,Algeria,2014
"24 Develop a national plan to combat discrimination, including through training for law enforcement agents and legal professionals and a campaign to raise public awareness (France);",bosniaandherzegovina,consider,France,2014
25 Take all necessary measures to ensure the application of all laws and the training of officials in the rights of the child (Libya);,bosniaandherzegovina,consider,Libya,2014
26 Continue its efforts to promote and protect the rights of vulnerable groups and provide them with more equal opportunities for advancement (China);,bosniaandherzegovina,consider,China,2014
"27 Draft and adopt a countrywide anti-discrimination strategy, in close cooperation with all relevant stakeholders, including with regard to sexual orientation and gender identity, and the Roma community (Germany);",bosniaandherzegovina,consider,Germany,2014
"28 Harmonize the Law on the Prohibition of Discrimination with the laws and provisions at entity, district and municipal levels and increase general awareness of the law (Estonia);",bosniaandherzegovina,consider,Estonia,2014
29 Bring all the national legislation into conformity with the 2009 Anti-Discrimination Law (France);,bosniaandherzegovina,consider,France,2014
30 Implement the Anti-Discrimination Law by adopting an anti-discrimination strategy and action plan (Serbia);,bosniaandherzegovina,consider,Serbia,2014
"31 Further efforts to foster intercultural dialogue, tolerance and understanding among the different communities and groups living in Bosnia and Herzegovina (Italy);",bosniaandherzegovina,consider,Italy,2014
32 Ensure the effective implementation of the Convention on the Elimination of All Forms of Discrimination against Women and actively promote gender equality (Switzerland);,bosniaandherzegovina,consider,Switzerland,2014
33 Fully implement without further delay the provisions on the Law on Gender Equality and include the prohibition of discrimination against women in the new constitution (Austria);,bosniaandherzegovina,consider,Austria,2014
34 Implement the Law on Gender Equality and the gender action plan and ensure their adequate resourcing (Lithuania);,bosniaandherzegovina,consider,Lithuania,2014
"35 Continue increasing concrete measures within the framework of the 2011–2015 Strategy and its plan of action, for the promotion and protection of gender equality and women’s rights (Venezuela (Bolivarian Republic of));",bosniaandherzegovina,consider,Bolivarian Republic of,2014
36 Allocate adequate resources for the full effectiveness of the gender plan of action (2013–2017) (Spain);,bosniaandherzegovina,consider,Spain,2014
"37 Implement measures that ensure equality of rights and non- discrimination, especially on the grounds of gender, sexual orientation or gender identity (Uruguay);",bosniaandherzegovina,consider,Uruguay,2014
"38 Strengthen actions to ensure the effective implementation of legislation for protection against all forms of racial or ethnic discrimination, with a particular consideration to the creation of oversight mechanisms (Argentina);",bosniaandherzegovina,consider,Argentina,2014
39 Establish and strengthen programmes for combating prejudice and mechanisms for monitoring acts of ethnic-based discrimination and violence (Iceland);,bosniaandherzegovina,consider,Iceland,2014
40 Establish programmes for combating prejudice against ethnic minorities (Poland);,bosniaandherzegovina,consider,Poland,2014
"41 Enact legislation and norms prohibiting the creation of associations that promote and disseminate hate speech and racism, consistent with appropriate international instruments (Chile);",bosniaandherzegovina,consider,Chile,2014
"42 Combat hate speech and hate crime, including in the political sphere, and, to this end, collect and evaluate hate speech and hate crime data, and promote inter-ethnic and interreligious tolerance, in particular in the education system (Czech Republic);",bosniaandherzegovina,consider,Czech Republic,2014
