text,to,decision,From,year,notes
"81.1. Abrogate de jure and de facto discrimination against women, by amending or repealing national legislation that discriminates against women, such as the Nationality Act, the Personal Status Act, the Civil Code and the Private Sector Employment Act, and implement measures to penalize violence against women and girls in all forms, including domestic violence and marital rape (Israel);",kuwait,reject,Israel,2010,
"81.2. Prohibit the treatment of formerly trafficked women and children remaining in Kuwait as in violation of national immigration laws, and grant permission for them to remain in the country to defend their rights (Israel);",kuwait,reject,Israel,2010,
"81.3. Develop appropriate legal frameworks for the enjoyment of the right to work and to just and favourable conditions of work to all migrant workers, especially domestic workers (Brazil);",kuwait,reject,Brazil,2010,
"81.4. Recognize the right to Kuwaiti nationality of those persons who have been left stateless due to the nationality law in 1959, and provide for the same enjoyment of their human rights as to other citizens (Slovakia);",kuwait,reject,Slovakia,2010,
"81.5. Improve the situation of the Beduns” by considering the possibility of acceding to the Convention on refugees and its protocol, as well as to the conventions dealing with statelessness (Switzerland);",kuwait,reject,Switzerland,2010,
"81.6. End all de jure and de facto discrimination against Beduns” by affording en masse all Beduns equal protection under law, and in particular by conferring Kuwaiti nationality on a non-discriminatory basis and allowing for the use of social services to such persons (Israel). );",kuwait,reject,Israel,2010,
82.1. Ratify the Rome Statute (Chile);,kuwait,consider,Chile,2010,
82.2. Ratify the Convention relating to the status of stateless persons and the Convention relating to the reduction of statelessness (Netherlands);,kuwait,consider,Netherlands,2010,
82.3. Accede to the 1954 Convention on the Status of Stateless Persons (France);,kuwait,consider,France,2010,
82.4. Ratify the Rome Statute of the International Criminal Court (Austria);,kuwait,consider,Austria,2010,
"82.5. Ratify the Rome Statue of the International Criminal Court, including the accession to the Agreement on Privileges and Immunities (Slovakia);",kuwait,consider,Slovakia,2010,
82.6. Base the adoption of the resolution mentioned in article 5 of the new labour law on the broadest negotiation level possible (Switzerland);,kuwait,consider,Switzerland,2010,
"82.7. Promote the principle of equality in the broadest sense possible, including with regard to nationality, foreign issues and in the areas of work, during the development of the new law on the rights of women (Spain);",kuwait,consider,Spain,2010,
"82.8. Establish promptly a national human rights institution in accordance with the Paris Principles, which presumes that it is independent and open to civil society (France);",kuwait,consider,France,2010,
"82.9. Issue a standing invitation to the special procedures and respond in a reasonable period of time to treaty bodies’ requests, whether with regard to submitting periodic reports or to responding to communications, as the case may be (France);",kuwait,consider,France,2010,
82.10. Extend a standing and open invitation to all special procedures (Spain);,kuwait,consider,Spain,2010,
"82.11. Respond favourably to the requests of the Special Rapporteur on trafficking in persons, especially women and children, to visit the country (Israel);",kuwait,consider,Israel,2010,
82.12. Take further action and measures in order to further promote women’s participation in the judiciary and all other sectors of life in the country (Greece);,kuwait,consider,Greece,2010,
"82.13. Ensure equal employment opportunities for women, and enhance women’s participation in the workforce by recruiting qualified women for expert and supervisory positions in all ministries, diplomatic corps and the judiciary (Netherlands);",kuwait,consider,Netherlands,2010,
"82.14. Prepare and implement a national plan of action to promote gender equality and ensure the incorporation of a gender perspective into all levels and spheres, in accordance with the recommendation from CEDAW (Chile);",kuwait,consider,Chile,2010,
"82.15. Undertake all efforts to create legislation against human trafficking and the smuggling of migrants for purposes of sexual exploitation and forced labour, in line with the United Nations Convention against Transnational Organized Crime and the Protocols thereto, and as pledged in the national report (Israel);",kuwait,consider,Israel,2010,
"82.16. Extend the new labour law for the private sector to cover all groups, including domestic workers (Norway);",kuwait,consider,Norway,2010,
"82.17. Include domestic workers in the new draft labour law for the private sector, and ensure comprehensive protection, including a weekly rest day, timely payment of wages in full and limits to working hours (Italy);",kuwait,consider,Italy,2010,
82.18. Replace the current sponsorship system with domestic worker residency permits overseen by the Government (Italy);,kuwait,consider,Italy,2010,
82.19. Revoke the current sponsorship system (Kafala) and replace it with regulations in accordance with international standards (Norway);,kuwait,consider,Norway,2010,
82.20. End all discriminatory provisions in Kuwait’s housing programme (Norway);,kuwait,consider,Norway,2010,
79.1. Ratify the International Convention on the Rights of Persons with Disabilities and its Optional Protocol (Chile);,kuwait,support,Chile,2010,
79.2. Ratify the Convention on the Rights of Persons with Disabilities (Islamic Republic of Iran);,kuwait,support,Iran,2010,
79.3. Submit the CEDAW report overdue since 2007 (Austria);,kuwait,support,Austria,2010,
79.4. Adopt a comprehensive national action plan to promote and protect women’s rights (Kazakhstan);,kuwait,support,Kazakhstan,2010,
79.5. Look into the possibility of acceding to those conventions to which it is not yet party (Oman);,kuwait,support,Oman,2010,
79.6. Consider reviewing and withdrawing the many and extensive reservations to the human rights treaties to which it is State party (Norway);,kuwait,support,Norway,2010,
"79.7. Further strengthen policies and measures to combat discrimination and violence against women, in particular by considering specific legislation on domestic violence (Brazil);",kuwait,support,Brazil,2010,
79.8. Adopt a comprehensive law to protect the environment (Bhutan);,kuwait,support,Bhutan,2010,
79.9. Continue its efforts to adapt the law on combating human trafficking and the smuggling of the labour force in accordance with the international convention against transnational organized crime and its protocol (Kyrgyzstan);,kuwait,support,Kyrgyzstan,2010,
79.10. Take appropriate measures and introduce legislation which would prohibit corporal punishment of children (Slovenia);,kuwait,support,Slovenia,2010,
79.11. Work towards amending national legislation to bring it into line with international human rights instruments to which it is a party (Morocco);,kuwait,support,Morocco,2010,
79.12. Continue its efforts to harmonize national laws with international treaties (Kazakhstan);,kuwait,support,Kazakhstan,2010,
79.13. Continue its efforts to look into the establishment of a national human rights institution in accordance with the Paris Principles (Qatar);,kuwait,support,Qatar,2010,
79.14. Proceed with the establishment of a National Human Rights Commission (Algeria);,kuwait,support,Algeria,2010,
"79.15. Continue its efforts to strengthen its institutional human rights infrastructures, in particular those aimed at the establishment of a family court in order to deal with resolving family disputes (Egypt);",kuwait,support,Egypt,2010,
"79.16. Continue its efforts to establish a family court in order to deal with resolving family disputes, thus preserving Kuwaiti social structure (Sudan);",kuwait,support,Sudan,2010,
"79.17. Establish an independent national human rights institution in conformity with the Paris Principles to deal with all human rights matters, including the rights of the child (Hungary);",kuwait,support,Hungary,2010,
79.18. Establish an independent national human rights institution in conformity with the Paris Principles (Azerbaijan);,kuwait,support,Azerbaijan,2010,
79.19. Establish a national human rights institution to complete and complement the excellent national efforts made so far (Iraq);,kuwait,support,Iraq,2010,
79.20. Complete the process of establishing a national human rights institution in conformity with the Paris Principles (Senegal);,kuwait,support,Senegal,2010,
"79.21. Clarify the mandate and responsibilities of the national machinery for the advancement of women, as well as provide it with adequate visibility, power and resources (Hungary);",kuwait,support,Hungary,2010,
79.22. Continue the successful policy on the development of human potential (Russian Federation);,kuwait,support,Russia,2010,
"79.23. Identify, in an exhaustive manner, the conditions of application of international law, as well as the efforts made for the effective integration of the international obligations of the country (Switzerland);",kuwait,support,Switzerland,2010,
"79.24. Intensify collaboration with international mechanisms, and specify the concrete means for the implementation of its international commitments (Switzerland);",kuwait,support,Switzerland,2010,
79.25. Continue to cooperate with the United Nations and other international organizations to strengthen human rights and exchange its best practices with other United Nations member countries (Lao People’s Democratic Republic);,kuwait,support,Laos,2010,
79.26. Submit to human rights treaty bodies those reports which are overdue within one year (Hungary);,kuwait,support,Hungary,2010,
79.27. Improve its cooperation with the United Nations treaty bodies by submitting overdue reports as a matter of priority (Norway);,kuwait,support,Norway,2010,
79.28. Intensify efforts to submit due reports to treaty bodies (Spain);,kuwait,support,Spain,2010,
79.29. Submit its overdue reports and follow up responses to United Nations treaty bodies as soon as possible (Netherlands);,kuwait,support,Netherlands,2010,
79.30. Consider issuing a standing invitation to all United Nations human rights special procedures (Brazil);,kuwait,support,Brazil,2010,
79.31. Consider issuing a standing invitation to United Nations human rights special procedures (Norway);,kuwait,support,Norway,2010,
79.32. Consider extending a standing and open invitation to special procedures mandate holders of the United Nations human rights system (Chile);,kuwait,support,Chile,2010,
79.33. Continue the efforts to further enhance human rights according to the universal human rights standards as well as to the social and religious specificities of the Kuwaiti society (Algeria);,kuwait,support,Algeria,2010,
"79.34. Continue its remarkable efforts to promote the rights of the child and to ensure adequate protection to women, children and victims of human rights violations (United Arab Emirates);",kuwait,support,United Arab Emirates,2010,
"79.35. Continue its efforts in strengthening, protecting and guaranteeing human rights and fundamental freedoms (Palestine);",kuwait,support,Palestine,2010,
79.36. Continue its efficient role in promoting women’s rights and ensuring that women enjoy all fundamental freedoms (Tunisia);,kuwait,support,Tunisia,2010,
"79.37. Continue in the positive policy of granting Kuwaiti women more rights, in particular the right to participate in political life, which contribute to getting more women in leading positions in society (Lebanon);",kuwait,support,Lebanon,2010,
79.38. Continue to promote the participation of women in policy making and improve the status of women in the society (Bangladesh);,kuwait,support,Bangladesh,2010,
79.39. Achieve further progress in the advancement of the role of Kuwaiti women in the public sphere (Indonesia);,kuwait,support,Indonesia,2010,
79.40. Continue with its efforts to improve the status of women and empower them (Jordan);,kuwait,support,Jordan,2010,
79.41. Promote women’s rights and their role in the family institution and society in line with its national and cultural particularities as well as its international obligations (Islamic Republic of Iran);,kuwait,support,Iran,2010,
79.42. Continue to strengthen the protection of the rights of women and improve the social status of women in accordance with relevant international treaties (China);,kuwait,support,China,2010,
79.43. Develop and adopt a plan of action for the promotion of gender equality (Azerbaijan);,kuwait,support,Azerbaijan,2010,
"79.44. Ensure the strict observance of its legislation; in particular, effectively guarantee the equality of treatment of men and women at work, as well as equality in access to employment (France);",kuwait,support,France,2010,
79.45. Enact domestic legislation to ensure equality in rights and equal opportunities between men and women (Libyan Arab Jamahiriya);,kuwait,support,Libya,2010,
79.46. Ensure the full compliance of Kuwaiti legislation with CEDAW and the effective implementation of the rights enshrined in the Convention (Austria);,kuwait,support,Austria,2010,
"79.47. Continue its efforts to preserve the rights of future generations through its Future Generation Fund (Bhutan, Islamic Republic of Iran);",kuwait,support,Bhutan,2010,
"79.47. Continue its efforts to preserve the rights of future generations through its Future Generation Fund (Bhutan, Islamic Republic of Iran);",kuwait,support,Iran,2010,
"79.48. Cooperate with regard to sharing expertise and experiences in the area of providing welfare to older persons, so that this pioneering experience is benefited from (Tunisia);",kuwait,support,Tunisia,2010,
79.49. Continue its efforts in the area of providing welfare to older persons (Sudan);,kuwait,support,Sudan,2010,
79.50. Continue efforts made to promote and protect the rights of persons with disabilities (Bahrain);,kuwait,support,Bahrain,2010,
"79.51. Continue efforts to protect the rights of vulnerable groups of the population, and in particular, in materializing the planned draft legislation regarding children and persons with disabilities (Russian Federation);",kuwait,support,Russia,2010,
"79.52. Continue its effective policy to ensure the rights of persons with disabilities through instruments that are in line with international treaties, as well as the development and implementation of programmes at the national level (Kyrgyzstan);",kuwait,support,Kyrgyzstan,2010,
"79.53. Continue ongoing efforts to guarantee the rights of persons with disabilities, including through the enactment of a new law that would broaden existing guarantees, as noted in the national report (Cuba);",kuwait,support,Cuba,2010,
"79.54. Respect, as long as it maintains the death penalty, at least minimum standards related to the death penalty, in particular ensuring that the death penalty is only imposed for the most serious offences (Belgium);",kuwait,support,Belgium,2010,
79.55. Establish care centres for victims of domestic violence (Syrian Arab Republic);,kuwait,support,Syria,2010,
"79.56. Create accessible complaints mechanisms for reporting sexual and domestic violence, while ensuring that these complaints are thoroughly investigated and the perpetrators prosecuted (Slovenia);",kuwait,support,Slovenia,2010,
"79.57. Embark on a policy to combat domestic violence against women, in particular by ensuring the protection of victims and enabling their access to justice (France);",kuwait,support,France,2010,
79.58. Adopt and establish all the necessary legal and institutional framework to protect and shelter victims of all forms of exploitation and harassment (Greece);,kuwait,support,Greece,2010,
"79.59. Work towards setting up programmes to rehabilitate juvenile offenders, and update legislation concerning juveniles (Qatar);",kuwait,support,Qatar,2010,
79.60. Continue its efforts to enact legislation to combat human trafficking in accordance with the international convention against transnational organized crime (United Arab Emirates);,kuwait,support,United Arab Emirates,2010,
79.61. Continue to support efforts aimed at setting up a legal framework for prohibiting trafficking in persons and other forms of exploitation (Morocco);,kuwait,support,Morocco,2010,
79.62. Make efforts to address victims of human trafficking (Bangladesh);,kuwait,support,Bangladesh,2010,
79.63. Continue to establish centres for the reconciliation of families (Somalia);,kuwait,support,Somalia,2010,
79.64. Continue its efforts to preserve freedom of religion and belief and to ensure respect for all religions under the umbrella of law (Bhutan);,kuwait,support,Bhutan,2010,
79.65. Continue its efforts to preserve freedom of religion and ensure respect for all religions under the umbrella of the law (Islamic Republic of Iran);,kuwait,support,Iran,2010,
"79.66. Adopt further measures, including in the field of education, to reinforce the protection and promotion of religious freedom, particularly in order to ensure the effective freedom of worship of religious minorities (Italy);",kuwait,support,Italy,2010,
"79.67. Strengthen its labour laws, and improve living and working conditions of foreign workers (Pakistan);",kuwait,support,Pakistan,2010,
79.68. Enact specific labour legislation concerning foreign and domestic workers which guarantees their rights according to international human rights standards (Netherlands);,kuwait,support,Netherlands,2010,
79.69. Ensure that the envisaged law protecting domestic workers will be adopted as soon as possible (Hungary);,kuwait,support,Hungary,2010,
79.70. Continue its efforts aimed at enacting a new labour law for the private sector to ensure balance between protecting the rights of workers and preserving the interests of employers (Sudan);,kuwait,support,Sudan,2010,
79.71. Investigate and prosecute abuses against domestic workers (Italy);,kuwait,support,Italy,2010,
79.72. Ensure by law that employers leave passports in the possession of the workers themselves (Italy);,kuwait,support,Italy,2010,
"79.73. Enact and implement the necessary regulations to protect expatriated domestic workers, in particular foreign female domestic helpers, as one of the most vulnerable segments in Kuwaiti society, from exploitation, violence and abuse, and to prevent human trafficking (Austria);",kuwait,support,Austria,2010,
"79.74. Continue its efforts in combating narcotics and psychotropic agents, and work towards protecting youths from them (Syrian Arab Republic);",kuwait,support,Syria,2010,
79.75. Continue efforts to strengthen health indicators and to provide health services to all segments of the society (Bahrain);,kuwait,support,Bahrain,2010,
79.76. Continue the strengthening of ongoing sound health-care policies with a view to fully satisfying and preserving the health of its people (Venezuela);,kuwait,support,Venezuela,2010,
"79.77. Prepare progressively the national charter for the environment in order to coordinate the efforts of all sectors in this area, including civil society, and to frame the work of the existing Environment Public Authority (Morocco);",kuwait,support,Morocco,2010,
79.78. Adopt an integrated law to protect the environment (Pakistan);,kuwait,support,Pakistan,2010,
79.79. Adopt a comprehensive law on environmental protection to provide the necessary basis for continued sustainable development (Armenia);,kuwait,support,Armenia,2010,
79.80. Remove all anti-personnel mines and explosive remnants of war to prevent the falling of new casualties (Pakistan);,kuwait,support,Pakistan,2010,
79.81. Carry on its efforts in strengthening the links between higher education and the labour market (Bhutan);,kuwait,support,Bhutan,2010,
79.82. Continue ongoing efforts to fully eradicate illiteracy (Cuba);,kuwait,support,Cuba,2010,
79.83. Continue to strengthen its cooperation and exchanges with international organizations in the field of education (China);,kuwait,support,China,2010,
79.84. Promote further good practices of social protection and the realization of the right to education through cooperation and experience-sharing with relevant international organizations and countries advanced in the education sphere (Armenia);,kuwait,support,Armenia,2010,
"79.85. Continue to enhance its efforts to disseminate a culture of human rights at all levels, in particular in the educational institutions (Saudi Arabia);",kuwait,support,Saudi Arabia,2010,
"79.86. Continue to support the programmes aimed at enhancing human rights education and training, and consider integrating this subject into primary education (Morocco);",kuwait,support,Morocco,2010,
"79.87. Continue the efforts and successes achieved by Government institutions in raising human rights awareness among its civil servants, and enhance the level of judicial and legal training studies within the framework of international treaties (Saudi Arabia);",kuwait,support,Saudi Arabia,2010,
79.88. Strengthen its cooperation with OHCHR to organize training sessions in order to raise awareness and education in human rights (Oman);,kuwait,support,Oman,2010,
79.89. Put in place a systematic awareness-raising campaign so as to achieve an even better dissemination of a human rights culture in the society (Greece);,kuwait,support,Greece,2010,
79.90. Launch an intensive national programme for human rights awareness-raising and education in order to protect and enhance human rights (Libyan Arab Jamahiriya);,kuwait,support,Libya,2010,
79.91. Strengthen human rights education (Jordan);,kuwait,support,Jordan,2010,
79.92. Continue its efforts to protect the rights of all foreign workers and members of their families (Senegal);,kuwait,support,Senegal,2010,
"79.93. Take further measures for the fulfilment of social, economic and cultural rights for all (Islamic Republic of Iran);",kuwait,support,Iran,2010,
79.94. Continue to improve the conditions of foreign workers (Bangladesh);,kuwait,support,Bangladesh,2010,
79.95. Take further necessary measures to protect the rights of foreign workers in general and domestic workers in particular (Indonesia);,kuwait,support,Indonesia,2010,
"79.96. Adopt a law meeting generally admitted international standards in the area of the status of domestic workers in order to give legal status to domestic workers, including minimum wages, limited working hours, periods of rest and vacation, medical costs coverage, respect for privacy and physical integrity, as well as the freedom to renegotiate or break an employment contract (Belgium);",kuwait,support,Belgium,2010,
"79.97. Address concerns of the ILO Committee of Experts about the conditions under which domestic servants can leave their employment and their possibility to have recourse to courts if necessary, in accordance with international standards (Slovakia);",kuwait,support,Slovakia,2010,
79.98. Duly investigate and prosecute all allegations of abuse of domestic workers and provide victims efficient access to justice (Slovakia);,kuwait,support,Slovakia,2010,
"79.99. Extend the benefits of the labour legislation to domestic workers, and ensure that abuses by employers are systematically prosecuted and punished (France);",kuwait,support,France,2010,
79.100. Continue its efforts to ensure the necessary protection of the rights of foreign workers and find the appropriate solutions to the illegal residents (Algeria);,kuwait,support,Algeria,2010,
79.101. Search for appropriate solutions to the problem of illegal residents on the basis of the legal framework and in line with Kuwait’s admirable respect for human dignity (Somalia);,kuwait,support,Somalia,2010,
"79.102. Continue its efforts to find humane solutions for the illegal residents”, including granting nationality to those who fulfil the applicable conditions and criteria (Lebanon);",kuwait,support,Lebanon,2010,
"79.103. Take measures to improve the legal and social situation of  the illegal residents, in particular by granting them residency, issuing them personal documents, and enabling them access to the public health and education system (Austria);",kuwait,support,Austria,2010,
79.104. Consider sharing its experience and best practices in its efforts to strengthen the human rights values in the society through relevant United Nations mechanisms (Bhutan);,kuwait,support,Bhutan,2010,
"79.105. Continue to work towards informing interested countries about the experience of Bait al-Zakat in the humanitarian field, which aims at reducing the suffering of persons and families in need (Qatar);",kuwait,support,Qatar,2010,
"79.106. Continue to fulfil its pioneering role in providing humanitarian assistance in cases of natural disasters so as to assist the victims, in particular in the developing and least developed countries (Egypt);",kuwait,support,Egypt,2010,
79.107. Continue its laudable approach in the area of providing development assistance and supporting infrastructure projects for developing and least developed countries through the Kuwaiti fund for economic development (Egypt);,kuwait,support,Egypt,2010,
"79.108. Continue to support its initiative to establish the special fund for small and medium development projects, which was adopted at the latest Arab Economic Summit (Egypt);",kuwait,support,Egypt,2010,
79.109. Continue efforts to activate the Decent Life Fund to finance research in the agricultural sector and help the worst affected countries by world crises (Morocco);,kuwait,support,Morocco,2010,
79.110. Continue to support economic development in the poor and the least developed countries and to contribute to the attainment of sustainable development in those countries (Algeria);,kuwait,support,Algeria,2010,
"79.111. Continue to support other developing countries, especially the least developed countries, in their development efforts and thus help them realize their economic, social and cultural rights (Bangladesh);",kuwait,support,Bangladesh,2010,
79.112. Continue its efforts within its international initiatives to strengthen economic development and raise the standard of living (Oman);,kuwait,support,Oman,2010,
79.113. Continue to support its policy to promote dialogue among religions and civilizations through strengthening the role of the World Centre for Mediation and reinforcing the culture of tolerance and coexistence in the world (Morocco);,kuwait,support,Morocco,2010,
79.114. Cooperate closely with civil society and NGOs in the follow-up to this review (Austria). );,kuwait,support,Austria,2010,
76.1. Sign and ratify the Second Optional Protocol to the International Covenant on Civil and Political Rights (Spain);,kyrgysztan,support,Spain,2010,
"76.2. Ratify, as soon as possible, the Second Optional Protocol to the International Covenant on Civil and Political Rights (Belgium);",kyrgysztan,support,Belgium,2010,
76.3. Become party to the Second Optional Protocol to the International Covenant on Civil and Political Rights (Argentina);,kyrgysztan,support,Argentina,2010,
"76.4. Establish constitutional reforms that will guarantee the separation of powers, the rule of law, the independence of the judiciary and the civil and democratic rights of Kyrgyzstan’s citizens (Germany);",kyrgysztan,support,Germany,2010,
76.5. Proposed constitutional reform should provide for the comprehensive protection and promotion of all human rights and fundamental freedoms (Pakistan);,kyrgysztan,support,Pakistan,2010,
"76.6. That the ongoing constitutional reform should provide for the comprehensive promotion and protection of all human rights, with particular emphasis on the rights of women and children (Egypt);",kyrgysztan,support,Egypt,2010,
76.7. Provide for the comprehensive protection and promotion of all human rights and fundamental freedoms within the envisaged constitutional reform (Armenia);,kyrgysztan,support,Armenia,2010,
"76.8. Re-establish expeditiously constitutional order and the rule of law in the country, and ensure full accountability for all human rights violations following the events of 6 to 7 April 2010 (Slovakia);",kyrgysztan,support,Slovakia,2010,
"76.9. That the provisional Government urgently take all steps necessary to ensure the holding of the referendum on the new constitution and parliamentary elections – announced for 27 June and 10 October 2010 - in a free, fair and democratic manner, and fully take into account the relevant expert opinion of the Office for Democratic Institutions and Human Rights of the Organization for Security and Cooperation in Europe, as well as of the Venice Commission of the Council of Europe (Austria);",kyrgysztan,support,Austria,2010,
76.10. Take on board the opinions of the Office for Democratic Institutions and Human Rights of the Organization of Security and Cooperation in Europe and the Venice Commission of the Council of Europe in the organization of the constitutional referendum and parliamentary elections (Ireland);,kyrgysztan,support,Ireland,2010,
"76.11. Take into account the relevant expert opinions of the Office for Democratic Institutions and Human Rights and the Venice Commission in organizing the constitutional referendum and the elections announced for 27 June and 10 October 2010, respectively (Italy);",kyrgysztan,support,Italy,2010,
"76.12. Abide by all its international obligations and commitments and ensure an early return to constitutional order, the rule of law and respect for human rights (Latvia);",kyrgysztan,support,Latvia,2010,
"76.13. Continue to implement its national plans, including for the reform of its human rights legislation, and further to improve the effectiveness of enforcing its national laws (Saudi Arabia);",kyrgysztan,support,Saudi Arabia,2010,
76.14. Bring the Law on Peaceful Assembly into compliance with international human rights standards (Hungary);,kyrgysztan,support,Hungary,2010,
76.15. Adopt legislation on the National Preventative Mechanism in line with international standards and fully implement it (United Kingdom of Great Britain and Northern Ireland);,kyrgysztan,support,United Kingdom,2010,
"76.16. That the provisional Government ensure full respect for the rule of law and human rights and, in this regard, abide by all of Kyrgyzstan’s international obligations and commitments (Lithuania);",kyrgysztan,support,Lithuania,2010,
"76.17. Review the compliance of its national legislation with provisions of the International Covenant on Civil and Political Rights on freedom of expression, association and assembly (Czech Republic);",kyrgysztan,support,Czech Republic,2010,
76.18. Guarantee freedom of the media in the draft media law in accordance with international standards (Ireland);,kyrgysztan,support,Ireland,2010,
76.19. Provide for the comprehensive protection and promotion of all human rights and fundamental freedoms enshrined in the Universal Declaration of Human Rights (Tajikistan);,kyrgysztan,support,Tajikistan,2010,
"76.20. Establish a national preventive mechanism that will constitutionally guarantee the rights of all people, particularly the rights of minorities (Tajikistan);",kyrgysztan,support,Tajikistan,2010,
76.21. Continue to strengthen the national preventive mechanism (Democratic People’s Republic of Korea);,kyrgysztan,support,North Korea,2010,
"76.22. Improve and strengthen good governance, institutions and the rule of law for long-term stability (Kazakhstan);",kyrgysztan,support,Kazakhstan,2010,
"76.23. Guarantee that its national mechanism respects all the provisions of the Optional Protocol to the Convention Against Torture, ensuring that it has all the necessary financial and human resources (Switzerland);",kyrgysztan,support,Switzerland,2010,
"76.24. Establish a national preventive mechanism that would constitutionally/institutionally guarantee the rights of all people, particularly the rights of minorities (China);",kyrgysztan,support,China,2010,
"76.25. Establish a national preventive mechanism that will constitutionally guarantee the rights of all people, particularly the rights of minorities (Afghanistan);",kyrgysztan,support,Afghanistan,2010,
76.26. Place emphasis on the rights of women and children in its policies and programmes (Tajikistan);,kyrgysztan,support,Tajikistan,2010,
76.27. Adopt a zero-tolerance policy towards corruption (Tajikistan);,kyrgysztan,support,Tajikistan,2010,
76.28. Adopt a zero-tolerance policy towards corruption (Afghanistan);,kyrgysztan,support,Afghanistan,2010,
76.29. Fight corruption at all levels (Jordan);,kyrgysztan,support,Jordan,2010,
76.30. Continue its reform of the system to protect children and enhance the social services for its population through the New Generation” programme (Kuwait);,kyrgysztan,support,Kuwait,2010,
"76.31. Strengthen its policy for the full guarantee of the rights of the child, with attention to implementing the Guidelines for the Alternative Care of Children, according to resolution 11/7 of the Human Rights Council and 64/142 of the General Assembly (Brazil);",kyrgysztan,support,Brazil,2010,
76.32. Seize this opportunity to create a corruption-free environment (Singapore);,kyrgysztan,support,Singapore,2010,
76.33. Continue the same level of methodology and transparency; we consider that the content of the report reflects the importance of the work to be carried out in spite of the challenges (Palestine);,kyrgysztan,support,Palestine,2010,
76.34. Speed up the drafting of the strategy to protect human rights and civil rights (Libyan Arab Jamahiriya);,kyrgysztan,support,Libya,2010,
76.35. Activate the New Generation programme with regard to children’s rights and initiate cooperation with UNICEF and other relevant international human rights organizations (Libyan Arab Jamahiriya);,kyrgysztan,support,Libya,2010,
76.36. Continue to place emphasis on the rights of women and children in its policies and programmes (Pakistan);,kyrgysztan,support,Pakistan,2010,
76.37. Place emphasis on the rights of women and children in its policies and programmes (Afghanistan);,kyrgysztan,support,Afghanistan,2010,
"76.38. To the current authorities, protect all human rights and respect democratic principles and the rule of law (Switzerland);",kyrgysztan,support,Switzerland,2010,
76.39. Strengthen policies for the protection of the rights and interests of children (Angola);,kyrgysztan,support,Angola,2010,
76.40. Seek to incorporate human rights considerations in accordance with Kyrgyzstan’s international obligations in any reform process it plans to carry out (Lebanon). );,kyrgysztan,support,Lebanon,2010,
76.41. Continue to cooperate with the United Nations and the Human Rights Council in protecting and promoting human rights (Lao People’s Democratic Republic);,kyrgysztan,support,Laos,2010,
"76.42. That the temporary Government draw upon the expertise of the Office for Democratic Institutions and Human Rights and the High Commissioner on National Minorities of the Organization for Security and Cooperation in Europe,  and the Venice Commission of the Council of Europe with regard to the constitutional reform and rapid democratic elections (Norway);",kyrgysztan,support,Norway,2010,
76.43. Work closely with civil society organizations and other international organizations in the implementation of the recommendations emanating from this process (Austria);,kyrgysztan,support,Austria,2010,
"76.44. Further improve its cooperation with all United Nations human rights mechanisms, submitting its overdue reports to treaty bodies, as well as its response to communications of the special procedures (Slovakia);",kyrgysztan,support,Slovakia,2010,
76.45. Continue to promote women’s emancipation in all spheres of society (Angola);,kyrgysztan,support,Angola,2010,
76.46. Give special regard to women and children and enhance their enjoyment of human rights and fundamental freedoms (Jordan);,kyrgysztan,support,Jordan,2010,
76.47. Ensure that the new constitution guarantees equality between women and men (Austria);,kyrgysztan,support,Austria,2010,
76.48. Ensure that gender issues are appropriately addressed in its future programmes (Lebanon);,kyrgysztan,support,Lebanon,2010,
76.49. Continue to empower women and broaden the scope for their participation in society (Bangladesh);,kyrgysztan,support,Bangladesh,2010,
"76.50. Adopt all provisions necessary to prevent acts of torture and cruel, inhuman or degrading treatment committed by penitentiary or law enforcement personnel, and establish a system for the independent monitoring of all detention centres without exception (France);",kyrgysztan,support,France,2010,
"76.51. Fight against torture, in particular torture against minors (Italy);",kyrgysztan,support,Italy,2010,
"76.52. Undertake clear commitments to put an end to all forms of intimidation, harassment, aggression, arbitrary arrest and detention, and torture against all persons, in particular human rights defenders, peaceful demonstrators and journalists (France);",kyrgysztan,support,France,2010,
"76.53. Strengthen its safeguards against torture, including through the improvement of conditions in prisons and detention facilities and the establishment of a complaint mechanism for victims of torture (Czech Republic);",kyrgysztan,support,Czech Republic,2010,
"76.54. Condemn the use of torture and other ill treatment and ensure the prompt, impartial and comprehensive investigation of all complaints involving the torture of any person subjected to any form of arrest, detention or imprisonment (Denmark);",kyrgysztan,support,Denmark,2010,
76.55. The Government of Kyrgyzstan reopen proceedings related to the events in Nookat and ensure that allegations of torture are investigated and that all evidence obtained trough coercion is disregarded (Netherlands);,kyrgysztan,support,Netherlands,2010,
"76.56. Ensure the full legal protection of the freedom of children from physical or mental violence, injury or abuse, neglect or negligent treatment, maltreatment or exploitation, including corporal punishment in any setting, and take further practical measures to stem the occurrence of violence against children (Sweden);",kyrgysztan,support,Sweden,2010,
"76.57. Stop all acts of intimidation, corporal punishment or arrest linked to the activities of human rights defenders, political activists and journalists, and guarantee freedom of expression, without introducing any provisions restricting its exercise (Argentina);",kyrgysztan,support,Argentina,2010,
"76.58. Take further legislative and practical measures to end violence against women, in particular also addressing the problem of bride kidnapping (Austria);",kyrgysztan,support,Austria,2010,
