text,to,decision,from,year
"82.104. Complete quickly the National Health Plan 2021, which was prepared in 2005 and is currently undergoing reform, to enable the full enjoyment of the highest possible level of health for the citizens of Honduras (Ghana);",honduras,implemented,Ghana,2011
82.105. Increase budget allocations for the education and health sectors (Azerbaijan);,honduras,implemented,Azerbaijan,2011
82.106. Take urgent action to develop a specific policy to protect the rights of minorities and indigenous peoples and address the key question of racism (Nigeria);,honduras,implemented,Nigeria,2011
"82.107. Ensure that the eligibility criteria for indigenous and Afro-Honduran peoples to receive the benefits of the Presidential Programme on Health, Education and Nutrition in a culturally appropriate manner are made fair, non-discriminatory and all-inclusive (Ghana);",honduras,implemented,Ghana,2011
82.108. Make efforts to take into account the need to integrate indigenous and Afro-Honduran peoples into the labour market (Angola);,honduras,implemented,Angola,2011
"82.109. Develop specialized and differentiated programmes to assist migrant children returned or deported to Honduras, with an approach of restoring their rights while ensuring their effective reintegration into the family and society (Uruguay);",honduras,implemented,Uruguay,2011
"82.110. Develop specialized programmes to assist with minor and adolescent migrants returned or deported to Honduras, in order to ensure their effective social reintegration (Mexico);",honduras,implemented,Mexico,2011
"82.111. Follow up to the recommendations formulated by the United Nations High Commissioner for Human Rights in March 2010 aimed at establishing a national plan of action for human rights, and by the Committee against Torture in 2009 with a view to establishing an independent body to investigate allegations of ill treatment and torture (France);",honduras,implemented,France,2011
82.112. Continue the implementation of the recommendations contained in the report of the High Commissioner (Brazil). );,honduras,implemented,Brazil,2011
"83.1. Ratify the Optional Protocol to the International Covenant on Economic, Social and Cultural Rights, and the Hague Convention on Protection of Children and Cooperation in respect of Intercountry Adoption (Ecuador);",honduras,consider,Ecuador,2011
83.2. Ratify (Ecuador and Spain)/sign and ratify (France)/consider ratifying (Brazil) the Optional Protocol to the Convention on the Elimination of All Forms of Discrimination against Women; );,honduras,consider,Brazil,2011
"83.3. Ratify the Optional Protocol to the Convention on the Rights of Persons with Disabilities, and sign and ratify the Optional Protocol to the International Covenant on Economic, Social and Cultural Rights (Spain);",honduras,consider,Spain,2011
"83.4. Enact comprehensive anti-discrimination legislation to effectively protect the human rights of persons belonging to indigenous minorities and Afro-Honduran peoples and of lesbian, gay, bisexual and transgender persons, in particular with regard to violence against such persons and their access to the labour market (Austria);",honduras,consider,Austria,2011
"83.5. Repeal all national legal provisions that are incompatible with international norms, such as the legislation that encourages detention on the basis of mere suspicion of having broken the law (Haiti);",honduras,consider,Haiti,2011
"83.6. Establish an institution specifically addressing the rights of children; ensure respect for the rights of indigenous children or children living in rural or remote areas; adopt the necessary measures to ensure respect for the rights of girls, boys and adolescents living in the streets or in situations of vulnerability (Ecuador);",honduras,consider,Ecuador,2011
