To,To-Rgrp,To-Org,Text,From,From-Rgrp,From-Org,Response,Action,Issue,Session
Australia,WEOG,"PIF, Commonwealth","The delegation took the opportunity to announce a number of new commitments from the Australian Government, including funding for the Office for the High Commissioner for Human Rights and the Asia Pacific Forum, the establishment of a fulltime Race Discrimination Commissioner at the Australian Human Rights Commission, a commitment to tabling in Parliament concluding observations from treaty bodies and the universal periodic review recommendations, and instituting a systematic process for review of Australia's reservations to human rights treaties.",Australia,WEOG,"PIF, Commonwealth",Voluntary Pledge,5,"International instruments,Racial discrimination,Treaty bodies,UPR process",10
Austria,WEOG,EU,"Thereby, Austria undertakes to ratify the International Convention for the Protection of All Persons from Enforced Disappearance, the Optional Protocol to the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment and the Council of Europe Convention on the Protection of Children against Sexual Exploitation and Sexual Abuse and to include children's rights into the Austrian Federal Constitution according to the Convention on the Rights of the Child. In addition to the existing criminal law provisions, which have already made any form of torture a punishable offence113, the inclusion of a definition of torture in the Criminal Code is currently underway. Work is also being done to implement the crimes under the Rome Statute for an International Criminal Court, which includes crimes against humanity and war crimes, into the Austrian penal code. Genocide is already a punishable offence under Austrian criminal jurisdiction",Austria,WEOG,EU,Voluntary Pledge,5,"Detention,Enforced disappearances,International instruments,Justice,Rights of the Child,Torture and other CID treatment",10
Azerbaijan,EEG,"OIC, CIS",Azerbaijan expressed its readiness to periodically submit information on the implementation of the recommendations.,Azerbaijan,EEG,"OIC, CIS",Voluntary Pledge,5,UPR process,4
Azerbaijan,EEG,"OIC, CIS","Azerbaijan pledged to pay even greater attention to improving gender equality and the protection of the rights of children, and to improving the social situation of refugees and internally displaced persons.",Azerbaijan,EEG,"OIC, CIS",Voluntary Pledge,4,"Asylum-seekers - refugees,Internally displaced persons,Rights of the Child,Women's rights",4
Azerbaijan,EEG,"OIC, CIS",The delegation committed to adopting a whole series of recommendations to improve the living conditions of internally displaced persons further.,Azerbaijan,EEG,"OIC, CIS",Voluntary Pledge,5,Internally displaced persons,4
Azerbaijan,EEG,"OIC, CIS","By acceding to the Convention against Torture and other Cruel, Inhumane or Degrading Treatment or Punishment, the Republic of Azerbaijan took commitments for creating effective legislation, administrative, court and other measures for prevention of torture and systematic and purposeful steps in this direction were granted by the State.",Azerbaijan,EEG,"OIC, CIS",Voluntary Pledge,5,"International instruments,Torture and other CID treatment",16
Azerbaijan,EEG,"OIC, CIS","It must be noted that, the Government of the Republic of Azerbaijan is committed to cooperate with UN Human Rights Council, the Office of the High Commissioner for Human Rights and other mechanisms on human rights on protection and promotion of human rights, which is a priority issue for the Republic of Azerbaijan",Azerbaijan,EEG,"OIC, CIS",Voluntary Pledge,2,Technical assistance and cooperation,16
Azerbaijan,EEG,"OIC, CIS",The Republic of Azerbaijan is cooperating with the UN Special Procedures-mandate holders and is committed to the very cooperation.,Azerbaijan,EEG,"OIC, CIS",Voluntary Pledge,4,Special procedures,16
Bahamas,GRULAC,"OAS, ACS, Commonwealth",The delegation reaffirmed its commitment to implement its human rights obligations and to continue to work closely with the Council.,Bahamas,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,5,General,3
Bahamas,GRULAC,"OAS, ACS, Commonwealth",The delegation reaffirmed the commitment of the Bahamas to continue to work with the human rights treaty bodies and the Council to ensure that there was constructive dialogue and to enhance the capacity of the Bahamas to carry out its reporting obligations under international human rights instruments.,Bahamas,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,2,Treaty bodies,3
Bahamas,GRULAC,"OAS, ACS, Commonwealth","The Head of Delegation assured that the Government was fully committed to educating its populace on human rights issues, including introducing such training in the primary and secondary school curriculum",Bahamas,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,4,Human rights education and training,15
Bahamas,GRULAC,"OAS, ACS, Commonwealth","The Government has pledged, inter alia, to enhance the Bureau of Women's Affairs to a Department, strengthening human and financial capacities, as well as to submit a National Gender Policy to Cabinet by the end of 2012",Bahamas,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,4,Women's rights,15
Bahrain,Asia,"OIC, AL","Although there are no cases of torture in the Kingdom, Bahrain's steadfast desire to enhance the professionalism of law enforcement personnel has prompted it to ask the Office of the United Nations High Commissioner for Human Rights for assistance in developing and improving human rights curricula and training courses.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,1,"Human rights education and training,Technical assistance and cooperation,Torture and other CID treatment",1
Bahrain,Asia,"OIC, AL","Awareness-raising and support for the full participation of civil society, beginning with follow-up to the consideration of Bahrain's report in April 2008.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,"Civil society,UPR process",1
Bahrain,Asia,"OIC, AL",Bahrain affirms its willingness to cooperate with the Committee against Torture on the implementation of article 20 of the Convention.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,"International instruments,Torture and other CID treatment,Treaty bodies",1
Bahrain,Asia,"OIC, AL",Bahrain affirms that it will include information in its future reports on the outcome of the universal periodic review and its impact on the human rights situation on the ground.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,5,UPR process,1
Bahrain,Asia,"OIC, AL","Bahrain is committed to contributing to the current process of human rights standard-setting at the United Nations and to participating in United Nations human rights forums where human rights standards are discussed (for example, the Forum on Minority Issues, which is due to meet in Geneva in September 2008).",Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,Minorities,1
Bahrain,Asia,"OIC, AL","Bahrain is committed to establishing a national human rights institution at the earliest opportunity, bearing in mind the relevant United Nations resolutions and, in particular, the Paris Principles. In fact, in November 2007, the Cabinet issued a decision on the establishment of a national human rights institution. Once the institution has been established, it is expected to design a national action plan for the promotion and protection of human rights in the Kingdom.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,5,NHRI,1
Bahrain,Asia,"OIC, AL",Bahrain is currently examining the idea of creating an inter-ministerial human rights mechanism to guarantee the implementation of the recommendations made by the international treaty bodies to which Bahrain reports.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,3,Treaty bodies,1
Bahrain,Asia,"OIC, AL","Bahrain is currently examining the idea of drafting a national action plan on human rights education as soon as possible, in conjunction with relevant entities and organizations in Bahrain, and with expert input from the Office of the United Nations High Commissioner for Human Rights.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,3,"Human rights education and training,National plan of action,Technical assistance and cooperation",1
Bahrain,Asia,"OIC, AL",Bahrain is currently examining the need for comprehensive national action plan on human rights.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,3,National plan of action,1
Bahrain,Asia,"OIC, AL",Bahrain is determined to strengthen its capacities in order to ensure: Effective implementation of its obligations under the international human rights treaties which it has ratified and signed.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,International instruments,1
Bahrain,Asia,"OIC, AL",Bahrain is determined to strengthen its capacities in order to ensure: Follow-up to the concluding observations of the human rights treaty bodies. ,Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,Treaty bodies,1
Bahrain,Asia,"OIC, AL",Bahrain is determined to strengthen its capacities in order to ensure: Timely submission of reports under these treaties [under the international human rights treaties which it has ratified and signed].,Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,Treaty bodies,1
Bahrain,Asia,"OIC, AL",Bahrain is fully committed to supporting non-governmental organizations through legal and other instruments so as to develop a constructive dialogue with these organizations and other stakeholders.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,Civil society,1
Bahrain,Asia,"OIC, AL",Bahrain studies and reviews the international human rights treaties to which it has yet to accede in order to assess the feasibility of acceding to them. It will seek international assistance and cooperation in order to strengthen individual and institutional capacities in this connection.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,3,"International instruments,Technical assistance and cooperation",1
Bahrain,Asia,"OIC, AL",Bahrain undertakes to begin implementing the articles and provisions of the Act on trafficking in persons.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,Trafficking,1
Bahrain,Asia,"OIC, AL",Bahrain welcomes a visit by the High Commissioner for Human Rights.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,5,Technical assistance and cooperation,1
Bahrain,Asia,"OIC, AL",Bahrain will also explore the possibility of obtaining appropriate technical assistance to strengthen national implementation of the Convention [on the Elimination of All Forms of Racial Discrimination].,Bahrain,Asia,"OIC, AL",Voluntary Pledge,1,"International instruments,Racial discrimination,Technical assistance and cooperation",1
Bahrain,Asia,"OIC, AL",Bahrain will consider seriously the possibility of enacting a law on combating racial discrimination.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,3,Racial discrimination,1
Bahrain,Asia,"OIC, AL","Bahrain will continue its efforts to achieve comprehensive development, with the emphasis on the centrality of human rights in development and the importance of supporting a culture of human rights by all available means, including through education, the media, etc.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,2,"Development,Human rights education and training",1
Bahrain,Asia,"OIC, AL",Bahrain will examine the possibility of issuing an annual or a periodic national report on the human rights situation on the ground.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,3,General,1
Bahrain,Asia,"OIC, AL","Bahrain will explore the possibility of reviewing some of its existing reservations to the treaties to which it is a party. By way of example, Bahrain has already withdrawn its reservation to article 20 of the Convention against Torture.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,3,"International instruments,Torture and other CID treatment",1
Bahrain,Asia,"OIC, AL",Conduct a study on the feasibility of inviting officials of the special procedures system for consultations and discussions.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,3,Special procedures,1
Bahrain,Asia,"OIC, AL","Continue to participate actively in follow-up to the proceedings of relevant conferences, including the forthcoming review of the Durban Declaration and Programme of Action of the World Conference to Combat Racism and Racial Discrimination.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,2,Racial discrimination,1
Bahrain,Asia,"OIC, AL",Continue to participate actively in meetings of the Economic and Social Council and its various commissions and in the General Assembly and Security Council.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,2,Other,1
Bahrain,Asia,"OIC, AL",Creation of an effective mechanism to deal with cases of neglect by private sector institutions of workers' housing.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,5,"Labour,Right to housing",1
Bahrain,Asia,"OIC, AL",Examination of the idea of creating a national action plan to implement the outcome of the universal periodic review.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,3,"National plan of action,UPR process",1
Bahrain,Asia,"OIC, AL",Follow up on recommendations that the special procedures about Bahrain.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,Special procedures,1
Bahrain,Asia,"OIC, AL","In keeping with domestic law and Bahrain's pledges under the international human rights treaties, the periodic review will be used as a further opportunity to promote the use of existing means of redress and explore any concrete measures that may be helpful in this regard.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,"International instruments,UPR process",1
Bahrain,Asia,"OIC, AL","In order to strengthen implementation of its obligations under human rights treaties, Bahrain will explore the possibility of creating a working group made up of government ministries with competence for human rights to carry out coordination and follow-up activities. ",Bahrain,Asia,"OIC, AL",Voluntary Pledge,3,International instruments,1
Bahrain,Asia,"OIC, AL","In recognition of the importance of the special procedures and the mechanisms of the Human Rights Council, Bahrain pledges to: - Respond in a timely manner to requests for official visits from special rapporteurs, special representatives, independent experts and working groups. It will develop effective policies and mechanisms to respond to these requests. ",Bahrain,Asia,"OIC, AL",Voluntary Pledge,5,Special procedures,1
Bahrain,Asia,"OIC, AL","In the pledges that it will make to the Human Rights Council during the 2008 elections, Bahrain will confirm its adoption of ""good practices"".",Bahrain,Asia,"OIC, AL",Voluntary Pledge,5,Other,1
Bahrain,Asia,"OIC, AL","Intensification of inspections of workers' housing and of checks on its suitability in terms of security, health, habitability and compliance with the applicable laws and decrees.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,"Labour,Right to housing",1
Bahrain,Asia,"OIC, AL",It has asked the Human Rights Council for technical assistance to help it run human rights training courses and workshops for law enforcement personnel and members of the Prosecution Service and the judiciary.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,1,"Human rights education and training,Justice,Technical assistance and cooperation",1
Bahrain,Asia,"OIC, AL",It will liaise with the President of the Human Rights Council and the Office of the High Commissioner for Human Rights on the possible organization of visits that might prove useful for the purposes of discussions and consultations.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,1,Technical assistance and cooperation,1
Bahrain,Asia,"OIC, AL",Law enforcement agencies will increase the number of training courses and workshops that they run on the protection and promotion of human rights.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,5,Human rights education and training,1
Bahrain,Asia,"OIC, AL","Submission of a report, during the next review, on the fulfilment of existing voluntary pledges.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,5,UPR process,1
Bahrain,Asia,"OIC, AL","The application of best practices in all areas of the universal periodic review process, beginning with the preparation of the report in consultation with the relevant stakeholders, in order to guarantee the implementation of the outcome of the review and follow-up on the progress made by Bahrain in implementing the outcome.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,"Civil society,UPR process",1
Bahrain,Asia,"OIC, AL",The Committee on the Elimination of All Forms of Racial Discrimination pointed out that Bahraini law provides no definition of racial discrimination that includes the criteria set out in article 1 of the Convention. The Committee also asked for additional information on housing. The Kingdom of Bahrain will duly include in its next report to the Committee additional information on the follow-up to the Committee's concluding observations and recommendations. ,Bahrain,Asia,"OIC, AL",Voluntary Pledge,5,"International instruments,Racial discrimination,Right to housing,Treaty bodies",1
Bahrain,Asia,"OIC, AL","The Government will furthermore support and strengthen national capacities in implementing its human rights obligations, including those of the police, law enforcement personnel, prison and security officers, the media, non-governmental organizations and development actors.",Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,"Civil society,Detention,Development,Freedom of the press,Justice",1
Bahrain,Asia,"OIC, AL",The Ministry of Interior consistently states that it has no objection to peaceful demonstrations provided they are conducted lawfully and participants do not engage in criminal acts of rioting.,Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,Freedom of association and peaceful assembly,1
Bahrain,Asia,"OIC, AL",Bahrain commits to completing work on the implementation of the recommendations of the Bahrain Independent Commission of Inquiry. ,Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,Justice,13
Bahrain,Asia,"OIC, AL",Bahrain commits to working to implement the visions of the National Consensus Dialogue. ,Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,Other,13
Bahrain,Asia,"OIC, AL",The Government is committed to playing its role in activating dialogue. His Majesty the King of Bahrain has repeatedly called for dialogue and the Minister of Justice is leading the way in canvassing opinion from all political societies for this purpose,Bahrain,Asia,"OIC, AL",Voluntary Pledge,4,Other,13
Bangladesh,Asia,"OIC, Commonwealth",Bangladesh is always committed to cooperate with international human rights mechanisms. ,Bangladesh,Asia,"OIC, Commonwealth",Voluntary Pledge,4,General,16
Bangladesh,Asia,"OIC, Commonwealth",Continue to enact national legislations to implement international human rights instruments to which it is a party,Bangladesh,Asia,"OIC, Commonwealth",Voluntary Pledge,5,International instruments,16
Bangladesh,Asia,"OIC, Commonwealth",Continue to cooperate with Special Procedures and mechanisms and consider extending invitations to Special Rapporteurs,Bangladesh,Asia,"OIC, Commonwealth",Voluntary Pledge,4,Special procedures,16
Bangladesh,Asia,"OIC, Commonwealth","Continue to give particular attention to empowerment of women, children and other vulnerable sections of the population",Bangladesh,Asia,"OIC, Commonwealth",Voluntary Pledge,3,"Rights of the Child,Women's rights",16
Bangladesh,Asia,"OIC, Commonwealth","Further strengthen institutions that promote human rights, democracy, good governance and the rule of law",Bangladesh,Asia,"OIC, Commonwealth",Voluntary Pledge,4,Justice,16
Bangladesh,Asia,"OIC, Commonwealth","Strengthen human rights training and awareness programmes for Parliamentarians, judges, civil servants, LEAs, lawyers and journalists",Bangladesh,Asia,"OIC, Commonwealth",Voluntary Pledge,4,Human rights education and training,16
Bangladesh,Asia,"OIC, Commonwealth","Particularly promote realization of the right to development, as an inalienable right, and support ongoing efforts to further develop the concept and its operationalization",Bangladesh,Asia,"OIC, Commonwealth",Voluntary Pledge,4,Development,16
Bangladesh,Asia,"OIC, Commonwealth",Continue to pursue the issue of human rights and climate change at national and international levels,Bangladesh,Asia,"OIC, Commonwealth",Voluntary Pledge,2,Environment,16
Bangladesh,Asia,"OIC, Commonwealth","Continue to fully involve NGOs, CSOs and private sector in the follow up to this UPR and in promoting human rights at all levels",Bangladesh,Asia,"OIC, Commonwealth",Voluntary Pledge,2,"Civil society,UPR process",16
Bangladesh,Asia,"OIC, Commonwealth","The head of delegation noted, as mentioned by their foreign minister during their UPR, the government has demonstrated strong commitment to implement the provisions of the CHT Peace Accord concluded in 1997. The delegation reaffirmed that Bangladesh government remains committed to full implementation of the Treaty.",Bangladesh,Asia,"OIC, Commonwealth",Voluntary Pledge,5,Other,16
Barbados,GRULAC,"OAS, ACS, Commonwealth","In concluding, the representative of Barbados reiterated his country's commitment to a strong human rights platform and a rights-based approach to development.",Barbados,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,4,Development,3
Barbados,GRULAC,"OAS, ACS, Commonwealth","The Government is however committed to protecting all members of society from harassment, discrimination and violence regardless of sexual orientation",Barbados,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,4,Sexual Orientation and Gender Identity,3
Barbados,GRULAC,"OAS, ACS, Commonwealth",Barbados is committed to the promotion and protection of human rights and fundamental freedoms and has undertaken to implement policies and measures that reflect this commitment ,Barbados,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,4,General,15
Barbados,GRULAC,"OAS, ACS, Commonwealth","The Ministry is committed to bringing an increasingly research based, evidence driven approach to the practice of social development and poverty reduction.",Barbados,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,4,"Development,Poverty",15
Barbados,GRULAC,"OAS, ACS, Commonwealth",The Government commits to working with regional and international partners to combat the global problem of trafficking in persons and provide a greater level of assistance to victims so identified ,Barbados,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,4,Trafficking,15
Barbados,GRULAC,"OAS, ACS, Commonwealth",The delegation stated that Barbados had a reputation for the recognition of human rights and its support for the human rights system. It reaffirmed its commitment to furthering human rights. ,Barbados,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,4,General,15
Barbados,GRULAC,"OAS, ACS, Commonwealth","Despite the constraints faced as a Small Island Developing State, Barbados is committed to a human rights based approach to development, to the principles of good governance, the rule of law and ensuring that its people have the highest levels of civil, political, economic, social and cultural rights",Barbados,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,4,"CP rights - general,Development,ESC rights - general,Justice",15
Belgium,WEOG,"EU, OIF","Finally, Ambassador Roux, stressed that Belgium has voluntarily committed itself to submit a mid-term report to the Human Rights Council in 2013, to provide an overview on the progress achieved.",Belgium,WEOG,"EU, OIF",Voluntary Pledge,5,UPR process,11
Belize,GRULAC,"OAS, ACS, Commonwealth",GoB is committed to fully integrating persons with disabilities into society and to provide for their care. The commitment has also included a pledge to increase public awareness of their rights and needs and to ensure that persons with disabilities are treated as equal citizens.,Belize,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,4,"Disabilities,Human rights education and training",17
Belize,GRULAC,"OAS, ACS, Commonwealth","Belize remained committed to fulfilling its international human rights treaty obligations and to ensuring that the human rights and fundamental freedoms enshrined in its Constitution are guaranteed to every citizen. The Government would continue to work to strengthen its specialized human rights institutions, including the National Women's Commission, the National Committee for Families and Children, the National Council on Aging, and the National AIDS Commission, as well as the Office of the Ombudsman and legal aid office.",Belize,GRULAC,"OAS, ACS, Commonwealth",Voluntary Pledge,2,"HIV - Aids,International instruments,NHRI,Rights of the Child,Women's rights",17
