text,to,decision,From,year,notes
60.22   To respond to the communication by the Special Rapporteur on the protection of human rights while countering terrorism dated 26 April 2006 (Mexico);,France,consider,Mexico,2008,
"60.23   To report back to the Human Rights Council about further concrete measures taken with regard to the improvement of prison conditions according to international standards, and that the recommendations of the different treaty bodies in this regard be implemented as soon as possible (Netherlands);",France,consider,Netherlands,2008,
"60.24   To take additional measures, if not already taken, to reduce the time frame for the process of improving conditions in places of detention (Sweden);",France,consider,Sweden,2008,
60.25   To pursue efforts to foster social integration and reinsertion of recidivist minors (Switzerland);,France,consider,Switzerland,2008,
60.26   To remove the prohibition on wearing the hijab in public schools (Canada);,France,consider,Canada,2008,
60.26.1 review the law which prohibits the wearing of clothing denoting religious affiliation in schools (Bangladesh);,France,consider,Bangladesh,2008,
60.27   To execute the procedures for family reunification of recognized refugees be executed with utmost speed to ensure the protection of family life of the persons concerned (Czech Republic);,France,consider,Czech Republic,2008,
"60.28   To adopt programmes and specific measures to ensure the protection of economic, social and cultural rights of all components of society (Egypt);",France,consider,Egypt,2008,
"60.29   To consider how best the specific needs of individuals belonging to minorities could be addressed in order to ensure their equal enjoyment of all human rights, as provided for in the Constitution (Austria);",France,consider,Austria,2008,
"60.29.1 to find effective ways of realizing the rights of individuals belonging to ethnic, religious and linguistic minorities (Russian Federation);",France,consider,Russia,2008,
"60.30   To review its position on the recognition of the rights of minorities and that it begin collecting data on the socio-economic status of the population, disaggregated by ethnic identity, confession and gender, in order to identify social problems affecting ethnic and religious minorities (Canada);",France,consider,Canada,2008,
60.30.1 to actively consider reviewing its position on minorities by recognizing and protecting them as minority groups (India);,France,consider,India,2008,
"60.31   To actively consider undertaking more aggressive strategies to increase the number of people with immigrant heritage in the public service, particularly the police, civil service and the judiciary, in order to better reflect the broad diversity within France (India);",France,consider,India,2008,
60.32   To give central attention to the consideration of human rights  in the elaboration of a European Pact on Migration  and to ensure that in its implementation all human rights are  guaranteed for migrants regardless of their status (Mexico);,France,consider,Mexico,2008,
"60.33   To continue its efforts to protect the rights of all migrants, regardless of their situation and status (Cuba). );",France,consider,Cuba,2008,
"60.1   To raise the school attendance rate and develop facilities at the various levels of education, while favouring gender equality and access to education, with technical and financial assistance provided by the international community (Algeria);",Gabon,consider,Algeria,2008,
"60.2   To implement its vast programme launched for human rights promotion, with the support of the international community (Chad, Morocco);",Gabon,consider,Chad,2008,
"60.2   To implement its vast programme launched for human rights promotion, with the support of the international community (Chad, Morocco);",Gabon,consider,Morocco,2008,
60.3   To sign and ratify the International Convention for the Protection of All Persons from Enforced Disappearance (France);,Gabon,consider,France,2008,
"60.4   To ratify the Second Optional Protocol to the International Covenant on Civil and Political Rights aiming at the abolition of the death penalty (Finland, United Kingdom of Great Britain and Northern Ireland);",Gabon,consider,Finland,2008,
"60.4   To ratify the Second Optional Protocol to the International Covenant on Civil and Political Rights aiming at the abolition of the death penalty (Finland, United Kingdom of Great Britain and Northern Ireland);",Gabon,consider,United Kingdom,2008,
"60.4.1  the Optional Protocol to the  Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment in the near future (Czech Republic, United Kingdom of Great Britain and Northern Ireland);",Gabon,consider,Czech Republic,2008,
"60.4.1  the Optional Protocol to the  Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment in the near future (Czech Republic, United Kingdom of Great Britain and Northern Ireland);",Gabon,consider,United Kingdom,2008,
